"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,141779,84193,638746
Frederiksberg,31590,20194,103165
Ballerup,17117,10999,49075
Brøndby,12624,7534,35444
Dragør,5916,3707,14605
Gentofte,27577,16812,74268
Gladsaxe,21895,13699,68937
Glostrup,8220,5117,23488
Herlev,9909,6368,28828
Albertslund,9114,5722,27202
Hvidovre,17827,10897,53264
Høje-Taastrup,17287,10415,52346
Lyngby-Taarbæk,19472,12390,57071
Rødovre,13591,8174,41181
Ishøj,7287,4255,23080
Tårnby,14825,8879,42719
Vallensbæk,5732,3648,16590
Furesø,15249,9856,41086
Allerød,9846,6095,25931
Fredensborg,16109,10392,41044
Helsingør,25432,16316,63108
Hillerød,19282,12270,51911
Hørsholm,10787,7263,24809
Rudersdal,21569,13957,57072
Egedal,15269,9458,43967
Frederikssund,19053,12043,45763
Greve,16842,10319,50635
Køge,19891,12155,61610
Frederiksværk-Hundested,13818,8975,31474
Roskilde,29451,18007,88823
Solrød,7375,4583,23481
Gribskov,18528,11845,41115
Odsherred,14319,8928,32936
Holbæk,26439,15421,72230
Faxe,12331,7515,36861
Kalundborg,18470,10656,48379
Ringsted,10147,6106,35035
Slagelse,30655,17373,79469
Stevns,8375,5311,23242
Sorø,11272,6504,29925
Lejre,10130,6232,28469
Lolland,16262,9717,40344
Næstved,29799,17544,83399
Guldborgsund,25074,14714,60404
Vordingborg,17863,10759,45303
Bornholm,18860,12085,39755
Middelfart,13382,8910,39334
Assens,14040,8809,40871
Faaborg-Midtfyn,17508,11656,51721
Kerteminde,8567,5526,23873
Nyborg,10563,7110,32028
Odense,60290,37867,204874
Svendborg,20345,14018,58837
Nordfyns,10202,6348,29548
Langeland,5149,3446,12336
Ærø,2754,1730,6005
Haderslev,16697,10190,55333
Billund,7742,5353,26562
Sønderborg,26783,14804,73773
Tønder,11625,6794,36996
Esbjerg,40337,24867,115580
Fanø,1595,1054,3441
Varde,17866,10973,49727
Vejen,12786,8418,42804
Aabenraa,19714,10726,58563
Fredericia,15391,10838,51462
Horsens,26254,17020,92852
Kolding,25933,17295,93068
Vejle,34997,22744,117775
Herning,27030,17569,89381
Holstebro,18951,11857,58664
Lemvig,7316,4731,19512
Struer,7857,5122,20812
Syddjurs,15337,10177,43424
Norddjurs,13164,9053,37004
Favrskov,14317,9555,48585
Odder,8042,5286,23069
Randers,29779,20698,98417
Silkeborg,29039,18948,96145
Samsø,1754,1097,3699
Skanderborg,18779,11880,63680
Århus,91791,57380,352308
Ikast-Brande,12457,8086,41666
Ringkøbing-Skjern,19114,11781,56269
Hedensted,14742,9597,46977
Morsø,6900,5122,20081
Skive,16104,10948,45371
Thisted,13731,9789,43131
Viborg,30945,20678,96685
Brønderslev-Dronninglund,11014,7771,36080
Frederikshavn,21028,14522,58971
Vesthimmerlands,12612,8783,36355
Læsø,1397,690,1781
Rebild,8694,6114,30514
Mariagerfjord,14029,9735,41584
Jammerbugt,12094,8463,38172
Ålborg,59636,41289,219482
Hjørring,21977,14726,64093
