"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-09,Nationalt,1,5846864,0.00,1
2021-01-13,Nationalt,1,5846864,0.00,2
2021-01-15,Nationalt,5,5846864,0.00,7
2021-01-16,Nationalt,8,5846864,0.00,15
2021-01-17,Nationalt,697,5846864,0.01,712
2021-01-18,Nationalt,2099,5846864,0.05,2811
2021-01-19,Nationalt,2045,5846864,0.08,4856
2021-01-20,Nationalt,1848,5846864,0.11,6704
2021-01-21,Nationalt,2317,5846864,0.15,9021
2021-01-22,Nationalt,5638,5846864,0.25,14659
2021-01-23,Nationalt,7065,5846864,0.37,21724
2021-01-24,Nationalt,6431,5846864,0.48,28155
2021-01-25,Nationalt,2466,5846864,0.52,30621
2021-01-26,Nationalt,1718,5846864,0.55,32339
2021-01-27,Nationalt,4336,5846864,0.63,36675
2021-01-28,Nationalt,8102,5846864,0.77,44777
2021-01-29,Nationalt,18186,5846864,1.08,62963
2021-01-30,Nationalt,12795,5846864,1.30,75758
2021-01-31,Nationalt,12142,5846864,1.50,87900
2021-02-01,Nationalt,7839,5846864,1.64,95739
2021-02-02,Nationalt,3006,5846864,1.69,98745
2021-02-03,Nationalt,6165,5846864,1.79,104910
2021-02-04,Nationalt,10869,5846864,1.98,115779
2021-02-05,Nationalt,13373,5846864,2.21,129152
2021-02-06,Nationalt,6755,5846864,2.32,135907
2021-02-07,Nationalt,3624,5846864,2.39,139531
2021-02-08,Nationalt,7018,5846864,2.51,146549
2021-02-09,Nationalt,4873,5846864,2.59,151422
2021-02-10,Nationalt,3901,5846864,2.66,155323
2021-02-11,Nationalt,2461,5846864,2.70,157784
2021-02-12,Nationalt,7622,5846864,2.83,165406
2021-02-13,Nationalt,971,5846864,2.85,166377
2021-02-14,Nationalt,626,5846864,2.86,167003
2021-02-15,Nationalt,3136,5846864,2.91,170139
2021-02-16,Nationalt,1339,5846864,2.93,171478
2021-02-17,Nationalt,427,5846864,2.94,171905
2021-02-18,Nationalt,309,5846864,2.95,172214
2021-02-19,Nationalt,973,5846864,2.96,173187
2021-02-20,Nationalt,583,5846864,2.97,173770
2021-02-21,Nationalt,363,5846864,2.98,174133
2021-02-22,Nationalt,1107,5846864,3.00,175240
2021-02-23,Nationalt,1945,5846864,3.03,177185
2021-02-24,Nationalt,1966,5846864,3.06,179151
2021-02-25,Nationalt,639,5846864,3.07,179790
2021-02-26,Nationalt,1009,5846864,3.09,180799
2021-02-27,Nationalt,1466,5846864,3.12,182265
2021-02-28,Nationalt,1423,5846864,3.14,183688
2021-03-01,Nationalt,1069,5846864,3.16,184757
2021-03-02,Nationalt,1301,5846864,3.18,186058
2021-03-03,Nationalt,1033,5846864,3.20,187091
2021-03-04,Nationalt,1812,5846864,3.23,188903
2021-03-05,Nationalt,5707,5846864,3.33,194610
2021-03-06,Nationalt,4001,5846864,3.40,198611
2021-03-07,Nationalt,4342,5846864,3.47,202953
2021-03-08,Nationalt,6474,5846864,3.58,209427
2021-03-09,Nationalt,7261,5846864,3.71,216688
2021-03-10,Nationalt,7280,5846864,3.83,223968
2021-03-11,Nationalt,8056,5846864,3.97,232024
2021-03-12,Nationalt,10658,5846864,4.15,242682
2021-03-13,Nationalt,5956,5846864,4.25,248638
2021-03-14,Nationalt,9415,5846864,4.41,258053
2021-03-15,Nationalt,9929,5846864,4.58,267982
2021-03-16,Nationalt,9506,5846864,4.75,277488
2021-03-17,Nationalt,9233,5846864,4.90,286721
2021-03-18,Nationalt,7263,5846864,5.03,293984
2021-03-19,Nationalt,11809,5846864,5.23,305793
2021-03-20,Nationalt,4854,5846864,5.31,310647
2021-03-21,Nationalt,4690,5846864,5.39,315337
2021-03-22,Nationalt,7821,5846864,5.53,323158
2021-03-23,Nationalt,7624,5846864,5.66,330782
2021-03-24,Nationalt,13528,5846864,5.89,344310
2021-03-25,Nationalt,8481,5846864,6.03,352791
2021-03-26,Nationalt,7903,5846864,6.17,360694
2021-03-27,Nationalt,3137,5846864,6.22,363831
2021-03-28,Nationalt,2814,5846864,6.27,366645
2021-03-29,Nationalt,6249,5846864,6.38,372894
2021-03-30,Nationalt,6109,5846864,6.48,379003
2021-03-31,Nationalt,9873,5846864,6.65,388876
2021-04-01,Nationalt,6977,5846864,6.77,395853
2021-04-02,Nationalt,7054,5846864,6.89,402907
2021-04-03,Nationalt,2190,5846864,6.93,405097
2021-04-04,Nationalt,1795,5846864,6.96,406892
2021-04-05,Nationalt,1315,5846864,6.98,408207
2021-04-06,Nationalt,6145,5846864,7.09,414352
2021-04-07,Nationalt,8325,5846864,7.23,422677
2021-04-08,Nationalt,8638,5846864,7.38,431315
2021-04-09,Nationalt,8759,5846864,7.53,440074
2021-04-10,Nationalt,5465,5846864,7.62,445539
2021-04-11,Nationalt,3931,5846864,7.69,449470
2021-04-12,Nationalt,11571,5846864,7.89,461041
2021-04-13,Nationalt,6291,5846864,7.99,467332
2021-04-14,Nationalt,11244,5846864,8.19,478576
2021-04-15,Nationalt,9165,5846864,8.34,487741
2021-04-16,Nationalt,8239,5846864,8.48,495980
2021-04-17,Nationalt,2749,5846864,8.53,498729
2021-04-18,Nationalt,5163,5846864,8.62,503892
2021-04-19,Nationalt,14473,5846864,8.87,518365
2021-04-20,Nationalt,17069,5846864,9.16,535434
2021-04-21,Nationalt,12846,5846864,9.38,548280
2021-04-22,Nationalt,5409,5846864,9.47,553689
2021-04-23,Nationalt,11265,5846864,9.66,564954
2021-04-24,Nationalt,7627,5846864,9.79,572581
2021-04-25,Nationalt,5296,5846864,9.88,577877
2021-04-26,Nationalt,7895,5846864,10.0,585772
2021-04-27,Nationalt,20949,5846864,10.4,606721
2021-04-28,Nationalt,20652,5846864,10.7,627373
2021-04-29,Nationalt,17979,5846864,11.0,645352
2021-04-30,Nationalt,3941,5846864,11.1,649293
2021-05-01,Nationalt,6126,5846864,11.2,655419
2021-05-02,Nationalt,13804,5846864,11.4,669223
2021-05-03,Nationalt,45813,5846864,12.2,715036
2021-05-04,Nationalt,24820,5846864,12.7,739856
2021-05-05,Nationalt,29290,5846864,13.2,769146
2021-05-06,Nationalt,25568,5846864,13.6,794714
2021-05-07,Nationalt,24616,5846864,14.0,819330
2021-05-08,Nationalt,30873,5846864,14.5,850203
2021-05-09,Nationalt,16714,5846864,14.8,866917
2021-05-10,Nationalt,36117,5846864,15.4,903034
2021-05-11,Nationalt,26259,5846864,15.9,929293
2021-05-12,Nationalt,26987,5846864,16.4,956280
2021-05-13,Nationalt,19678,5846864,16.7,975958
