"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,141779,84193,22.2,13.2,638746
Frederiksberg,31590,20194,30.6,19.6,103165
Ballerup,17117,10999,34.9,22.4,49075
Brøndby,12624,7534,35.6,21.3,35444
Dragør,5916,3707,40.5,25.4,14605
Gentofte,27577,16812,37.1,22.6,74268
Gladsaxe,21895,13699,31.8,19.9,68937
Glostrup,8220,5117,35.0,21.8,23488
Herlev,9909,6368,34.4,22.1,28828
Albertslund,9114,5722,33.5,21.0,27202
Hvidovre,17827,10897,33.5,20.5,53264
Høje Tåstrup,17287,10415,33.0,19.9,52346
Lyngby-Taarbæk,19472,12390,34.1,21.7,57071
Rødovre,13591,8174,33.0,19.8,41181
Ishøj,7287,4255,31.6,18.4,23080
Tårnby,14825,8879,34.7,20.8,42719
Vallensbæk,5732,3648,34.6,22.0,16590
Furesø,15249,9856,37.1,24.0,41086
Allerød,9846,6095,38.0,23.5,25931
Fredensborg,16109,10392,39.2,25.3,41044
Helsingør,25432,16316,40.3,25.9,63108
Hillerød,19282,12270,37.1,23.6,51911
Hørsholm,10787,7263,43.5,29.3,24809
Rudersdal,21569,13957,37.8,24.5,57072
Egedal,15269,9458,34.7,21.5,43967
Frederikssund,19053,12043,41.6,26.3,45763
Greve,16842,10319,33.3,20.4,50635
Køge,19891,12155,32.3,19.7,61610
Halsnæs,13818,8975,43.9,28.5,31474
Roskilde,29451,18007,33.2,20.3,88823
Solrød,7375,4583,31.4,19.5,23481
Gribskov,18528,11845,45.1,28.8,41115
Odsherred,14319,8928,43.5,27.1,32936
Holbæk,26439,15421,36.6,21.3,72230
Faxe,12331,7515,33.5,20.4,36861
Kalundborg,18470,10656,38.2,22.0,48379
Ringsted,10147,6106,29.0,17.4,35035
Slagelse,30655,17373,38.6,21.9,79469
Stevns,8375,5311,36.0,22.9,23242
Sorø,11272,6504,37.7,21.7,29925
Lejre,10130,6232,35.6,21.9,28469
Lolland,16262,9717,40.3,24.1,40344
Næstved,29799,17544,35.7,21.0,83399
Guldborgsund,25074,14714,41.5,24.4,60404
Vordingborg,17863,10759,39.4,23.7,45303
Bornholm,18860,12085,47.4,30.4,39755
Middelfart,13382,8910,34.0,22.7,39334
Assens,14040,8809,34.4,21.6,40871
Faaborg-Midtfyn,17508,11656,33.9,22.5,51721
Kerteminde,8567,5526,35.9,23.1,23873
Nyborg,10563,7110,33.0,22.2,32028
Odense,60290,37867,29.4,18.5,204874
Svendborg,20345,14018,34.6,23.8,58837
Nordfyn,10202,6348,34.5,21.5,29548
Langeland,5149,3446,41.7,27.9,12336
Ærø,2754,1730,45.9,28.8,6005
Haderslev,16697,10190,30.2,18.4,55333
Billund,7742,5353,29.1,20.2,26562
Sønderborg,26783,14804,36.3,20.1,73773
Tønder,11625,6794,31.4,18.4,36996
Esbjerg,40337,24867,34.9,21.5,115580
Fanø,1595,1054,46.4,30.6,3441
Varde,17866,10973,35.9,22.1,49727
Vejen,12786,8418,29.9,19.7,42804
Aabenraa,19714,10726,33.7,18.3,58563
Fredericia,15391,10838,29.9,21.1,51462
Horsens,26254,17020,28.3,18.3,92852
Kolding,25933,17295,27.9,18.6,93068
Vejle,34997,22744,29.7,19.3,117775
Herning,27030,17569,30.2,19.7,89381
Holstebro,18951,11857,32.3,20.2,58664
Lemvig,7316,4731,37.5,24.2,19512
Struer,7857,5122,37.8,24.6,20812
Syddjurs,15337,10177,35.3,23.4,43424
Norddjurs,13164,9053,35.6,24.5,37004
Favrskov,14317,9555,29.5,19.7,48585
Odder,8042,5286,34.9,22.9,23069
Randers,29779,20698,30.3,21.0,98417
Silkeborg,29039,18948,30.2,19.7,96145
Samsø,1754,1097,47.4,29.7,3699
Skanderborg,18779,11880,29.5,18.7,63680
Århus,91791,57380,26.1,16.3,352308
Ikast-Brande,12457,8086,29.9,19.4,41666
Ringkøbing-Skjern,19114,11781,34.0,20.9,56269
Hedensted,14742,9597,31.4,20.4,46977
Morsø,6900,5122,34.4,25.5,20081
Skive,16104,10948,35.5,24.1,45371
Thisted,13731,9789,31.8,22.7,43131
Viborg,30945,20678,32.0,21.4,96685
Brønderslev,11014,7771,30.5,21.5,36080
Frederikshavn,21028,14522,35.7,24.6,58971
Vesthimmerland,12612,8783,34.7,24.2,36355
Læsø,1397,690,78.4,38.7,1781
Rebild,8694,6114,28.5,20.0,30514
Mariagerfjord,14029,9735,33.7,23.4,41584
Jammerbugt,12094,8463,31.7,22.2,38172
Aalborg,59636,41289,27.2,18.8,219482
Hjørring,21977,14726,34.3,23.0,64093
