"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,77316,38912,13.1,6.6,590414
Midtjylland,158657,86062,11.9,6.5,1333289
Syddanmark,148226,82462,12.1,6.7,1224042
Hovedstaden,214356,112439,11.5,6.1,1856162
Sjælland,110743,53736,13.2,6.4,839413
