"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-30,Hovedstaden,K,137539,71389,133231,71126,4308,263
2021-03-30,Hovedstaden,M,76817,41050,73304,40896,3513,154
2021-03-30,Midtjylland,K,103861,55879,101406,54508,2455,1371
2021-03-30,Midtjylland,M,54796,30183,52690,29079,2106,1104
2021-03-30,Nordjylland,K,50522,25345,50472,25324,50,21
2021-03-30,Nordjylland,M,26794,13567,26773,13549,21,18
2021-03-30,Sjælland,K,69876,33645,68054,33353,1822,292
2021-03-30,Sjælland,M,40867,20091,39012,19786,1855,305
2021-03-30,Syddanmark,K,95809,52009,95046,50825,763,1184
2021-03-30,Syddanmark,M,52417,30453,51662,29101,755,1352
