"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16864,0
AstraZeneca Covid-19 vaccine,Midtjylland,33614,1
AstraZeneca Covid-19 vaccine,Syddanmark,30416,248
AstraZeneca Covid-19 vaccine,Hovedstaden,45115,7
AstraZeneca Covid-19 vaccine,Sjælland,23870,331
Moderna Covid-19 Vaccine,Nordjylland,4374,3151
Moderna Covid-19 Vaccine,Midtjylland,9366,2353
Moderna Covid-19 Vaccine,Syddanmark,11152,4580
Moderna Covid-19 Vaccine,Hovedstaden,14279,2122
Moderna Covid-19 Vaccine,Sjælland,8869,1082
Pfizer BioNTech Covid-19 vacc,Nordjylland,56078,35761
Pfizer BioNTech Covid-19 vacc,Midtjylland,115677,83708
Pfizer BioNTech Covid-19 vacc,Syddanmark,106658,77634
Pfizer BioNTech Covid-19 vacc,Hovedstaden,154962,110310
Pfizer BioNTech Covid-19 vacc,Sjælland,78004,52323
