"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,56075,27060,638931
Frederiksberg,12130,6388,103313
Ballerup,6169,3095,49068
Brøndby,4554,2414,35397
Dragør,1941,1057,14567
Gentofte,9514,5304,74352
Gladsaxe,8367,4544,69178
Glostrup,3288,2002,23490
Herlev,3917,2101,28827
Albertslund,3292,1884,27183
Hvidovre,6897,4042,53326
Høje-Taastrup,6085,3387,52177
Lyngby-Taarbæk,7197,4178,56911
Rødovre,5039,2663,41222
Ishøj,2439,1280,23087
Tårnby,5201,2894,42672
Vallensbæk,2146,1166,16547
Furesø,5560,3143,40940
Allerød,3401,1913,25876
Fredensborg,5399,3089,41032
Helsingør,8798,4710,63025
Hillerød,7348,3889,51720
Hørsholm,3691,2209,24825
Rudersdal,7905,4414,57009
Egedal,4923,2480,43696
Frederikssund,6283,3230,45601
Greve,5914,3023,50544
Køge,7466,3696,61520
Frederiksværk-Hundested,4705,2179,31435
Roskilde,11492,5739,88762
Solrød,2674,1387,23478
Gribskov,5904,2941,41022
Odsherred,4864,2203,32894
Holbæk,9534,4568,72025
Faxe,4458,2289,36760
Kalundborg,6204,2919,48446
Ringsted,3892,1922,34983
Slagelse,11215,5032,79279
Stevns,3131,1449,23200
Sorø,4217,1842,29958
Lejre,3662,1751,28349
Lolland,5581,2825,40398
Næstved,11163,5708,83296
Guldborgsund,9125,4507,60315
Vordingborg,6151,2876,45206
Bornholm,6188,2783,39733
Middelfart,5414,3153,39281
Assens,4997,2488,40859
Faaborg-Midtfyn,6502,3332,51653
Kerteminde,3216,1559,23841
Nyborg,4430,1924,31955
Odense,24554,12396,205046
Svendborg,8633,4902,58831
Nordfyns,3590,1826,29530
Langeland,1957,987,12361
Ærø,960,563,6003
Haderslev,6000,3481,55324
Billund,2919,1765,26509
Sønderborg,8690,5048,73786
Tønder,3994,2471,37031
Esbjerg,14616,8396,115567
Fanø,448,288,3450
Varde,6224,3729,49665
Vejen,5124,3105,42791
Aabenraa,5858,3351,58578
Fredericia,6444,3881,51380
Horsens,10014,5206,92604
Kolding,10283,6085,93085
Vejle,13373,7732,117516
Herning,10718,6434,89300
Holstebro,7268,4197,58689
Lemvig,2909,1584,19562
Struer,2824,1635,20829
Syddjurs,5610,3003,43286
Norddjurs,5123,2911,36974
Favrskov,5510,2973,48496
Odder,3048,1767,23024
Randers,12339,6574,98334
Silkeborg,11723,6347,95950
Samsø,699,463,3692
Skanderborg,7048,3531,63463
Århus,37735,18989,352434
Ikast-Brande,4606,2661,41557
Ringkøbing-Skjern,7066,3887,56145
Hedensted,5426,2945,46863
Morsø,3145,1885,20070
Skive,6221,3574,45418
Thisted,5263,2864,43116
Viborg,12770,7381,96669
Brønderslev-Dronninglund,4935,2409,36130
Frederikshavn,7337,4201,58956
Vesthimmerlands,5063,2598,36356
Læsø,401,188,1777
Rebild,3676,1820,30514
Mariagerfjord,5672,2851,41579
Jammerbugt,4914,2308,38157
Ålborg,27469,13222,219641
Hjørring,9441,4566,64118
