"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,56075,27060,8.8,4.2,638931
Frederiksberg,12130,6388,11.7,6.2,103313
Ballerup,6169,3095,12.6,6.3,49068
Brøndby,4554,2414,12.9,6.8,35397
Dragør,1941,1057,13.3,7.3,14567
Gentofte,9514,5304,12.8,7.1,74352
Gladsaxe,8367,4544,12.1,6.6,69178
Glostrup,3288,2002,14.0,8.5,23490
Herlev,3917,2101,13.6,7.3,28827
Albertslund,3292,1884,12.1,6.9,27183
Hvidovre,6897,4042,12.9,7.6,53326
Høje Tåstrup,6085,3387,11.7,6.5,52177
Lyngby-Taarbæk,7197,4178,12.6,7.3,56911
Rødovre,5039,2663,12.2,6.5,41222
Ishøj,2439,1280,10.6,5.5,23087
Tårnby,5201,2894,12.2,6.8,42672
Vallensbæk,2146,1166,13.0,7.0,16547
Furesø,5560,3143,13.6,7.7,40940
Allerød,3401,1913,13.1,7.4,25876
Fredensborg,5399,3089,13.2,7.5,41032
Helsingør,8798,4710,14.0,7.5,63025
Hillerød,7348,3889,14.2,7.5,51720
Hørsholm,3691,2209,14.9,8.9,24825
Rudersdal,7905,4414,13.9,7.7,57009
Egedal,4923,2480,11.3,5.7,43696
Frederikssund,6283,3230,13.8,7.1,45601
Greve,5914,3023,11.7,6.0,50544
Køge,7466,3696,12.1,6.0,61520
Halsnæs,4705,2179,15.0,6.9,31435
Roskilde,11492,5739,12.9,6.5,88762
Solrød,2674,1387,11.4,5.9,23478
Gribskov,5904,2941,14.4,7.2,41022
Odsherred,4864,2203,14.8,6.7,32894
Holbæk,9534,4568,13.2,6.3,72025
Faxe,4458,2289,12.1,6.2,36760
Kalundborg,6204,2919,12.8,6.0,48446
Ringsted,3892,1922,11.1,5.5,34983
Slagelse,11215,5032,14.1,6.3,79279
Stevns,3131,1449,13.5,6.2,23200
Sorø,4217,1842,14.1,6.1,29958
Lejre,3662,1751,12.9,6.2,28349
Lolland,5581,2825,13.8,7.0,40398
Næstved,11163,5708,13.4,6.9,83296
Guldborgsund,9125,4507,15.1,7.5,60315
Vordingborg,6151,2876,13.6,6.4,45206
Bornholm,6188,2783,15.6,7.0,39733
Middelfart,5414,3153,13.8,8.0,39281
Assens,4997,2488,12.2,6.1,40859
Faaborg-Midtfyn,6502,3332,12.6,6.5,51653
Kerteminde,3216,1559,13.5,6.5,23841
Nyborg,4430,1924,13.9,6.0,31955
Odense,24554,12396,12.0,6.0,205046
Svendborg,8633,4902,14.7,8.3,58831
Nordfyn,3590,1826,12.2,6.2,29530
Langeland,1957,987,15.8,8.0,12361
Ærø,960,563,16.0,9.4,6003
Haderslev,6000,3481,10.8,6.3,55324
Billund,2919,1765,11.0,6.7,26509
Sønderborg,8690,5048,11.8,6.8,73786
Tønder,3994,2471,10.8,6.7,37031
Esbjerg,14616,8396,12.6,7.3,115567
Fanø,448,288,13.0,8.3,3450
Varde,6224,3729,12.5,7.5,49665
Vejen,5124,3105,12.0,7.3,42791
Aabenraa,5858,3351,10.0,5.7,58578
Fredericia,6444,3881,12.5,7.6,51380
Horsens,10014,5206,10.8,5.6,92604
Kolding,10283,6085,11.0,6.5,93085
Vejle,13373,7732,11.4,6.6,117516
Herning,10718,6434,12.0,7.2,89300
Holstebro,7268,4197,12.4,7.2,58689
Lemvig,2909,1584,14.9,8.1,19562
Struer,2824,1635,13.6,7.8,20829
Syddjurs,5610,3003,13.0,6.9,43286
Norddjurs,5123,2911,13.9,7.9,36974
Favrskov,5510,2973,11.4,6.1,48496
Odder,3048,1767,13.2,7.7,23024
Randers,12339,6574,12.5,6.7,98334
Silkeborg,11723,6347,12.2,6.6,95950
Samsø,699,463,18.9,12.5,3692
Skanderborg,7048,3531,11.1,5.6,63463
Århus,37735,18989,10.7,5.4,352434
Ikast-Brande,4606,2661,11.1,6.4,41557
Ringkøbing-Skjern,7066,3887,12.6,6.9,56145
Hedensted,5426,2945,11.6,6.3,46863
Morsø,3145,1885,15.7,9.4,20070
Skive,6221,3574,13.7,7.9,45418
Thisted,5263,2864,12.2,6.6,43116
Viborg,12770,7381,13.2,7.6,96669
Brønderslev,4935,2409,13.7,6.7,36130
Frederikshavn,7337,4201,12.4,7.1,58956
Vesthimmerland,5063,2598,13.9,7.1,36356
Læsø,401,188,22.6,10.6,1777
Rebild,3676,1820,12.0,6.0,30514
Mariagerfjord,5672,2851,13.6,6.9,41579
Jammerbugt,4914,2308,12.9,6.0,38157
Aalborg,27469,13222,12.5,6.0,219641
Hjørring,9441,4566,14.7,7.1,64118
