Dato;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGposPCRneg;AGnegPCRpos;AGnegPCRneg
2021-02-25;28146;84;53;63,0952380952381;31;36,9047619047619;44;9;20;1624
2021-02-26;35933;77;49;63,6363636363636;28;36,3636363636364;35;14;41;1824
2021-02-27;22355;71;49;69,0140845070423;22;30,9859154929577;43;6;17;1560
2021-02-28;24210;93;68;73,1182795698925;25;26,8817204301075;55;13;29;1973
2021-03-01;35029;73;56;76,7123287671233;17;23,2876712328767;37;17;17;2196
2021-03-02;37958;90;73;81,1111111111111;17;18,8888888888889;47;24;25;2077
2021-03-03;43657;105;73;69,5238095238095;32;30,4761904761905;36;37;43;3331
2021-03-04;55885;178;147;82,5842696629213;31;17,4157303370787;48;95;31;3608
2021-03-05;64239;167;133;79,6407185628743;34;20,3592814371258;44;88;55;4106
2021-03-06;38322;132;102;77,2727272727273;30;22,7272727272727;51;51;59;3055
2021-03-07;40171;204;167;81,8627450980392;37;18,1372549019608;58;105;61;3522
2021-03-08;63904;233;200;85,8369098712447;33;14,1630901287554;79;121;78;3925
2021-03-09;62514;190;169;88,9473684210526;21;11,0526315789474;62;106;63;3412
2021-03-10;57599;235;198;84,2553191489362;37;15,7446808510638;77;121;66;3841
2021-03-11;58737;170;148;87,0588235294118;22;12,9411764705882;51;97;43;3525
2021-03-12;60116;167;130;77,8443113772455;37;22,1556886227545;34;96;31;2974
2021-03-13;55695;151;119;78,8079470198676;32;21,1920529801325;56;60;64;3355
2021-03-14;72608;177;146;82,4858757062147;31;17,5141242937853;50;95;83;4151
2021-03-15;110284;262;226;86,2595419847328;36;13,7404580152672;107;114;105;5669
2021-03-16;116333;268;225;83,955223880597;43;16,044776119403;107;118;107;5321
2021-03-17;103069;197;155;78,6802030456853;42;21,3197969543147;83;66;105;5775
2021-03-18;123802;222;178;80,1801801801802;44;19,8198198198198;120;56;103;6211
2021-03-19;91496;148;125;84,4594594594595;23;15,5405405405405;77;45;71;4212
2021-03-20;57013;136;116;85,2941176470588;20;14,7058823529412;81;33;94;3628
2021-03-21;89531;207;174;84,0579710144928;33;15,9420289855072;120;53;126;5425
2021-03-22;132757;236;194;82,2033898305085;42;17,7966101694915;121;69;135;6688
2021-03-23;137724;200;174;87;26;13;113;59;134;6494
2021-03-24;119815;197;160;81,2182741116751;37;18,7817258883249;111;46;140;6388
2021-03-25;144375;234;178;76,0683760683761;56;23,9316239316239;124;51;143;7153
2021-03-26;130879;178;145;81,4606741573034;33;18,5393258426966;98;44;125;6158
2021-03-27;65254;161;136;84,472049689441;25;15,527950310559;103;32;91;4332
2021-03-28;63271;159;132;83,0188679245283;27;16,9811320754717;97;33;106;4677
2021-03-29;104545;256;226;88,28125;30;11,71875;153;72;149;6729
2021-03-30;113230;243;202;83,1275720164609;41;16,8724279835391;142;57;126;6305
2021-03-31;92482;146;129;88,3561643835617;17;11,6438356164384;89;39;65;4678
2021-04-01;101198;205;180;87,8048780487805;25;12,1951219512195;120;55;127;6198
2021-04-02;94754;200;172;86;28;14;109;58;84;6575
2021-04-03;81917;191;165;86,3874345549738;26;13,6125654450262;99;60;78;5867
2021-04-04;96995;167;149;89,2215568862276;18;10,7784431137725;93;53;107;6538
2021-04-05;191267;283;252;89,0459363957597;31;10,9540636042403;135;111;116;11798
2021-04-06;208566;286;253;88,4615384615385;33;11,5384615384615;145;103;122;11228
2021-04-07;185858;263;232;88,212927756654;31;11,787072243346;128;102;145;9918
2021-04-08;228917;263;223;84,7908745247148;40;15,2091254752852;145;73;158;11973
2021-04-09;186068;206;180;87,378640776699;26;12,621359223301;113;65;83;9748
2021-04-10;90443;155;133;85,8064516129032;22;14,1935483870968;87;45;94;5266
2021-04-11;158585;212;191;90,0943396226415;21;9,90566037735849;112;77;104;8786
2021-04-12;269551;306;272;88,8888888888889;34;11,1111111111111;151;118;170;13503
2021-04-13;219686;253;225;88,9328063241107;28;11,0671936758893;123;101;151;10570
2021-04-14;204982;247;209;84,6153846153846;38;15,3846153846154;130;78;154;10329
2021-04-15;248151;312;265;84,9358974358974;47;15,0641025641026;157;102;144;13335
2021-04-16;193820;237;194;81,8565400843882;43;18,1434599156118;106;86;132;10310
