"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,48411,19162,638705
Frederiksberg,9739,4316,103418
Ballerup,4977,1797,49110
Brøndby,3644,1369,35391
Dragør,1487,674,14566
Gentofte,7634,3425,74406
Gladsaxe,7297,3009,69197
Glostrup,2861,1391,23455
Herlev,3352,1390,28825
Albertslund,2665,1335,27246
Hvidovre,5816,2640,53319
Høje-Taastrup,5031,2448,52131
Lyngby-Taarbæk,6049,2656,56832
Rødovre,4290,1620,41185
Ishøj,1960,931,23063
Tårnby,4272,1747,42701
Vallensbæk,1726,767,16567
Furesø,4623,1906,40951
Allerød,2909,1062,25848
Fredensborg,4515,1945,41025
Helsingør,7260,2973,63024
Hillerød,6406,2719,51728
Hørsholm,3036,1273,24840
Rudersdal,6504,2572,56947
Egedal,4048,1502,43717
Frederikssund,5194,2148,45552
Greve,4650,2036,50543
Køge,5808,2796,61526
Frederiksværk-Hundested,3865,1333,31426
Roskilde,9234,4466,88781
Solrød,2134,1012,23466
Gribskov,4983,1956,40974
Odsherred,3682,1643,32898
Holbæk,7425,3491,71965
Faxe,3509,1609,36758
Kalundborg,4619,2088,48430
Ringsted,3050,1482,34924
Slagelse,8265,3866,79213
Stevns,2386,992,23175
Sorø,3163,1392,29978
Lejre,2899,1315,28288
Lolland,4154,2240,40419
Næstved,8494,4242,83263
Guldborgsund,6956,3497,60327
Vordingborg,4604,2096,45202
Bornholm,4749,1817,39724
Middelfart,4790,1822,39254
Assens,4201,1416,40856
Faaborg-Midtfyn,5440,1917,51641
Kerteminde,2531,920,23815
Nyborg,3453,1113,31959
Odense,21055,7887,205102
Svendborg,7353,3427,58748
Nordfyns,3067,970,29545
Langeland,1609,613,12363
Ærø,905,307,5984
Haderslev,5322,2020,55315
Billund,2451,939,26517
Sønderborg,7434,2604,73799
Tønder,3590,1491,37026
Esbjerg,13150,5097,115526
Fanø,399,153,3449
Varde,5552,2110,49637
Vejen,4621,1981,42780
Aabenraa,5151,1815,58574
Fredericia,5646,2240,51386
Horsens,8302,3654,92551
Kolding,8977,3659,93107
Vejle,11629,4652,117478
Herning,8997,4296,89264
Holstebro,6367,2755,58693
Lemvig,2074,997,19570
Struer,2318,1000,20815
Syddjurs,4497,2028,43257
Norddjurs,4099,2122,36966
Favrskov,4549,1966,48469
Odder,2539,1279,22997
Randers,10084,4393,98313
Silkeborg,9169,4247,95881
Samsø,633,449,3681
Skanderborg,5578,2314,63446
Århus,31969,12676,352418
Ikast-Brande,3618,1727,41531
Ringkøbing-Skjern,5599,2826,56143
Hedensted,4265,2177,46828
Morsø,2695,1586,20064
Skive,4884,2526,45429
Thisted,4455,1707,43117
Viborg,10288,5008,96654
Brønderslev-Dronninglund,3914,1887,36116
Frederikshavn,6170,2472,58971
Vesthimmerlands,3943,1530,36345
Læsø,286,118,1773
Rebild,2921,1444,30489
Mariagerfjord,4391,2176,41590
Jammerbugt,3832,1824,38144
Ålborg,22190,10028,219710
Hjørring,7431,2812,64116
