"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,62228,27584,590435
Midtjylland,129829,58440,1332906
Syddanmark,128326,49153,1223861
Hovedstaden,179303,73883,1855873
Sjælland,85032,40263,839156
