"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-15,Nationalt,5,5842231,0.00,5
2021-01-16,Nationalt,7,5842231,0.00,12
2021-01-17,Nationalt,711,5842231,0.01,723
2021-01-18,Nationalt,2126,5842231,0.05,2849
2021-01-19,Nationalt,2085,5842231,0.08,4934
2021-01-20,Nationalt,1883,5842231,0.12,6817
2021-01-21,Nationalt,2350,5842231,0.16,9167
2021-01-22,Nationalt,5643,5842231,0.25,14810
2021-01-23,Nationalt,7158,5842231,0.38,21968
2021-01-24,Nationalt,6528,5842231,0.49,28496
2021-01-25,Nationalt,2447,5842231,0.53,30943
2021-01-26,Nationalt,1743,5842231,0.56,32686
2021-01-27,Nationalt,4360,5842231,0.63,37046
2021-01-28,Nationalt,8111,5842231,0.77,45157
2021-01-29,Nationalt,18300,5842231,1.09,63457
2021-01-30,Nationalt,12956,5842231,1.31,76413
2021-01-31,Nationalt,12277,5842231,1.52,88690
2021-02-01,Nationalt,7869,5842231,1.65,96559
2021-02-02,Nationalt,3023,5842231,1.70,99582
2021-02-03,Nationalt,6181,5842231,1.81,105763
2021-02-04,Nationalt,10917,5842231,2.00,116680
2021-02-05,Nationalt,13465,5842231,2.23,130145
2021-02-06,Nationalt,6759,5842231,2.34,136904
2021-02-07,Nationalt,3638,5842231,2.41,140542
2021-02-08,Nationalt,7050,5842231,2.53,147592
2021-02-09,Nationalt,4912,5842231,2.61,152504
2021-02-10,Nationalt,3917,5842231,2.68,156421
2021-02-11,Nationalt,2451,5842231,2.72,158872
2021-02-12,Nationalt,7607,5842231,2.85,166479
2021-02-13,Nationalt,975,5842231,2.87,167454
2021-02-14,Nationalt,631,5842231,2.88,168085
2021-02-15,Nationalt,3134,5842231,2.93,171219
2021-02-16,Nationalt,1327,5842231,2.95,172546
2021-02-17,Nationalt,432,5842231,2.96,172978
2021-02-18,Nationalt,302,5842231,2.97,173280
2021-02-19,Nationalt,966,5842231,2.98,174246
2021-02-20,Nationalt,577,5842231,2.99,174823
2021-02-21,Nationalt,349,5842231,3.00,175172
2021-02-22,Nationalt,1082,5842231,3.02,176254
2021-02-23,Nationalt,1952,5842231,3.05,178206
2021-02-24,Nationalt,1970,5842231,3.08,180176
2021-02-25,Nationalt,634,5842231,3.09,180810
2021-02-26,Nationalt,993,5842231,3.11,181803
2021-02-27,Nationalt,1483,5842231,3.14,183286
2021-02-28,Nationalt,1440,5842231,3.16,184726
2021-03-01,Nationalt,1054,5842231,3.18,185780
2021-03-02,Nationalt,1298,5842231,3.20,187078
2021-03-03,Nationalt,1022,5842231,3.22,188100
2021-03-04,Nationalt,1814,5842231,3.25,189914
2021-03-05,Nationalt,5658,5842231,3.35,195572
2021-03-06,Nationalt,4009,5842231,3.42,199581
2021-03-07,Nationalt,4356,5842231,3.49,203937
2021-03-08,Nationalt,6445,5842231,3.60,210382
2021-03-09,Nationalt,7239,5842231,3.72,217621
2021-03-10,Nationalt,7285,5842231,3.85,224906
2021-03-11,Nationalt,7928,5842231,3.99,232834
2021-03-12,Nationalt,10516,5842231,4.17,243350
2021-03-13,Nationalt,5973,5842231,4.27,249323
