"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,48411,19162,7.6,3.0,638705
Frederiksberg,9739,4316,9.4,4.2,103418
Ballerup,4977,1797,10.1,3.7,49110
Brøndby,3644,1369,10.3,3.9,35391
Dragør,1487,674,10.2,4.6,14566
Gentofte,7634,3425,10.3,4.6,74406
Gladsaxe,7297,3009,10.5,4.3,69197
Glostrup,2861,1391,12.2,5.9,23455
Herlev,3352,1390,11.6,4.8,28825
Albertslund,2665,1335,9.8,4.9,27246
Hvidovre,5816,2640,10.9,5.0,53319
Høje Tåstrup,5031,2448,9.7,4.7,52131
Lyngby-Taarbæk,6049,2656,10.6,4.7,56832
Rødovre,4290,1620,10.4,3.9,41185
Ishøj,1960,931,8.5,4.0,23063
Tårnby,4272,1747,10.0,4.1,42701
Vallensbæk,1726,767,10.4,4.6,16567
Furesø,4623,1906,11.3,4.7,40951
Allerød,2909,1062,11.3,4.1,25848
Fredensborg,4515,1945,11.0,4.7,41025
Helsingør,7260,2973,11.5,4.7,63024
Hillerød,6406,2719,12.4,5.3,51728
Hørsholm,3036,1273,12.2,5.1,24840
Rudersdal,6504,2572,11.4,4.5,56947
Egedal,4048,1502,9.3,3.4,43717
Frederikssund,5194,2148,11.4,4.7,45552
Greve,4650,2036,9.2,4.0,50543
Køge,5808,2796,9.4,4.5,61526
Halsnæs,3865,1333,12.3,4.2,31426
Roskilde,9234,4466,10.4,5.0,88781
Solrød,2134,1012,9.1,4.3,23466
Gribskov,4983,1956,12.2,4.8,40974
Odsherred,3682,1643,11.2,5.0,32898
Holbæk,7425,3491,10.3,4.9,71965
Faxe,3509,1609,9.5,4.4,36758
Kalundborg,4619,2088,9.5,4.3,48430
Ringsted,3050,1482,8.7,4.2,34924
Slagelse,8265,3866,10.4,4.9,79213
Stevns,2386,992,10.3,4.3,23175
Sorø,3163,1392,10.6,4.6,29978
Lejre,2899,1315,10.2,4.6,28288
Lolland,4154,2240,10.3,5.5,40419
Næstved,8494,4242,10.2,5.1,83263
Guldborgsund,6956,3497,11.5,5.8,60327
Vordingborg,4604,2096,10.2,4.6,45202
Bornholm,4749,1817,12.0,4.6,39724
Middelfart,4790,1822,12.2,4.6,39254
Assens,4201,1416,10.3,3.5,40856
Faaborg-Midtfyn,5440,1917,10.5,3.7,51641
Kerteminde,2531,920,10.6,3.9,23815
Nyborg,3453,1113,10.8,3.5,31959
Odense,21055,7887,10.3,3.8,205102
Svendborg,7353,3427,12.5,5.8,58748
Nordfyn,3067,970,10.4,3.3,29545
Langeland,1609,613,13.0,5.0,12363
Ærø,905,307,15.1,5.1,5984
Haderslev,5322,2020,9.6,3.7,55315
Billund,2451,939,9.2,3.5,26517
Sønderborg,7434,2604,10.1,3.5,73799
Tønder,3590,1491,9.7,4.0,37026
Esbjerg,13150,5097,11.4,4.4,115526
Fanø,399,153,11.6,4.4,3449
Varde,5552,2110,11.2,4.3,49637
Vejen,4621,1981,10.8,4.6,42780
Aabenraa,5151,1815,8.8,3.1,58574
Fredericia,5646,2240,11.0,4.4,51386
Horsens,8302,3654,9.0,3.9,92551
Kolding,8977,3659,9.6,3.9,93107
Vejle,11629,4652,9.9,4.0,117478
Herning,8997,4296,10.1,4.8,89264
Holstebro,6367,2755,10.8,4.7,58693
Lemvig,2074,997,10.6,5.1,19570
Struer,2318,1000,11.1,4.8,20815
Syddjurs,4497,2028,10.4,4.7,43257
Norddjurs,4099,2122,11.1,5.7,36966
Favrskov,4549,1966,9.4,4.1,48469
Odder,2539,1279,11.0,5.6,22997
Randers,10084,4393,10.3,4.5,98313
Silkeborg,9169,4247,9.6,4.4,95881
Samsø,633,449,17.2,12.2,3681
Skanderborg,5578,2314,8.8,3.6,63446
Århus,31969,12676,9.1,3.6,352418
Ikast-Brande,3618,1727,8.7,4.2,41531
Ringkøbing-Skjern,5599,2826,10.0,5.0,56143
Hedensted,4265,2177,9.1,4.6,46828
Morsø,2695,1586,13.4,7.9,20064
Skive,4884,2526,10.8,5.6,45429
Thisted,4455,1707,10.3,4.0,43117
Viborg,10288,5008,10.6,5.2,96654
Brønderslev,3914,1887,10.8,5.2,36116
Frederikshavn,6170,2472,10.5,4.2,58971
Vesthimmerland,3943,1530,10.8,4.2,36345
Læsø,286,118,16.1,6.7,1773
Rebild,2921,1444,9.6,4.7,30489
Mariagerfjord,4391,2176,10.6,5.2,41590
Jammerbugt,3832,1824,10.0,4.8,38144
Aalborg,22190,10028,10.1,4.6,219710
Hjørring,7431,2812,11.6,4.4,64116
