"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16882,2
AstraZeneca Covid-19 vaccine,Midtjylland,33697,44
AstraZeneca Covid-19 vaccine,Syddanmark,30490,265
AstraZeneca Covid-19 vaccine,Hovedstaden,45260,255
AstraZeneca Covid-19 vaccine,Sjælland,23879,339
Moderna Covid-19 Vaccine,Nordjylland,14426,4489
Moderna Covid-19 Vaccine,Midtjylland,25536,18779
Moderna Covid-19 Vaccine,Syddanmark,28383,24510
Moderna Covid-19 Vaccine,Hovedstaden,35011,25788
Moderna Covid-19 Vaccine,Sjælland,29026,25383
Pfizer BioNTech Covid-19 vacc,Nordjylland,137232,110655
Pfizer BioNTech Covid-19 vacc,Midtjylland,313016,217160
Pfizer BioNTech Covid-19 vacc,Syddanmark,304155,190708
Pfizer BioNTech Covid-19 vacc,Hovedstaden,439731,308759
Pfizer BioNTech Covid-19 vacc,Sjælland,216450,143022
