"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,126261,75295,638716
Frederiksberg,28327,18592,103186
Ballerup,15088,10173,49054
Brøndby,11055,7236,35422
Dragør,5391,3467,14590
Gentofte,24130,15610,74261
Gladsaxe,19520,12434,68927
Glostrup,7194,4824,23483
Herlev,8933,5836,28810
Albertslund,7954,5449,27171
Hvidovre,15806,10267,53267
Høje-Taastrup,15027,9950,52303
Lyngby-Taarbæk,17270,11399,57066
Rødovre,12160,7526,41202
Ishøj,6291,4093,23085
Tårnby,13495,8198,42714
Vallensbæk,5001,3523,16571
Furesø,13457,9185,41084
Allerød,8530,5627,25930
Fredensborg,14356,9680,41034
Helsingør,22927,15379,63117
Hillerød,17057,11076,51891
Hørsholm,9660,6845,24818
Rudersdal,19095,13056,57077
Egedal,13395,8773,43977
Frederikssund,16773,11042,45743
Greve,14785,9853,50636
Køge,17662,11252,61577
Frederiksværk-Hundested,12452,8115,31476
Roskilde,26173,16708,88825
Solrød,6430,4349,23489
Gribskov,16657,10668,41107
Odsherred,13227,8265,32939
Holbæk,23029,14078,72217
Faxe,11039,6943,36881
Kalundborg,16334,9976,48378
Ringsted,8899,5675,35035
Slagelse,26668,16199,79452
Stevns,7415,4899,23241
Sorø,9790,6063,29943
Lejre,9117,5802,28463
Lolland,14284,9057,40353
Næstved,26241,16062,83395
Guldborgsund,22352,13532,60389
Vordingborg,15910,10031,45305
Bornholm,16740,11484,39741
Middelfart,12360,7747,39332
Assens,12997,7592,40885
Faaborg-Midtfyn,16407,10157,51709
Kerteminde,7929,4815,23872
Nyborg,9726,6194,32017
Odense,55369,32679,204865
Svendborg,19099,12094,58832
Nordfyns,9478,5422,29540
Langeland,4715,2847,12338
Ærø,2515,1482,6008
Haderslev,15665,7825,55354
Billund,7117,4715,26542
Sønderborg,24701,12003,73769
Tønder,10942,5869,37012
Esbjerg,35880,23016,115592
Fanø,1486,972,3443
Varde,15549,10047,49727
Vejen,11792,7318,42810
Aabenraa,18559,9053,58578
Fredericia,14603,9318,51441
Horsens,24214,15118,92820
Kolding,24307,14731,93071
Vejle,31832,19587,117775
Herning,25767,15947,89353
Holstebro,17682,10522,58678
Lemvig,6963,4295,19513
Struer,7228,4617,20818
Syddjurs,14396,8982,43427
Norddjurs,12584,7822,37005
Favrskov,13339,8504,48601
Odder,7360,4851,23059
Randers,27644,18194,98427
Silkeborg,26887,17438,96130
Samsø,1619,897,3700
Skanderborg,16834,10811,63646
Århus,82153,52331,352300
Ikast-Brande,11739,7441,41645
Ringkøbing-Skjern,17911,10616,56237
Hedensted,13615,8467,46971
Morsø,6731,4692,20081
Skive,15365,10364,45368
Thisted,12789,8618,43134
Viborg,28949,18766,96675
Brønderslev-Dronninglund,10569,7237,36067
Frederikshavn,18972,14020,58976
Vesthimmerlands,11026,7792,36353
Læsø,1341,543,1777
Rebild,8223,5430,30515
Mariagerfjord,12719,8171,41582
Jammerbugt,11782,7593,38167
Ålborg,54579,37738,219466
Hjørring,19809,13312,64092
