"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,168540,115146,28.6,19.5,590210
Midtjylland,372249,235983,27.9,17.7,1334373
Syddanmark,363028,215483,29.6,17.6,1224512
Hovedstaden,520002,334802,28.0,18.0,1856823
Sjælland,269355,168744,32.0,20.1,840518
