Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.591.599; 137.065;   7.664;   1.342
Sjælland; 666.942;  39.182;   2.643;     406
Syddanmark; 994.637;  40.762;   1.859;     223
Midtjylland;1.086.657;  51.116;   2.288;     358
Nordjylland; 505.188;  21.561;   1.010;     189
I alt i Danmark;4.845.023; 289.686;  15.464;   2.518
