"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16887,4
AstraZeneca Covid-19 vaccine,Midtjylland,33725,105
AstraZeneca Covid-19 vaccine,Syddanmark,30542,278
AstraZeneca Covid-19 vaccine,Hovedstaden,45333,309
AstraZeneca Covid-19 vaccine,Sjælland,23892,341
Moderna Covid-19 Vaccine,Nordjylland,19199,4654
Moderna Covid-19 Vaccine,Midtjylland,28088,19653
Moderna Covid-19 Vaccine,Syddanmark,33674,34814
Moderna Covid-19 Vaccine,Hovedstaden,35516,26759
Moderna Covid-19 Vaccine,Sjælland,35429,32788
Pfizer BioNTech Covid-19 vacc,Nordjylland,148530,125353
Pfizer BioNTech Covid-19 vacc,Midtjylland,343196,242870
Pfizer BioNTech Covid-19 vacc,Syddanmark,336104,218072
Pfizer BioNTech Covid-19 vacc,Hovedstaden,511932,337460
Pfizer BioNTech Covid-19 vacc,Sjælland,251748,149586
