"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,184616,130011,31.3,22.0,590244
Midtjylland,405009,262628,30.3,19.7,1334520
Syddanmark,400320,253164,32.7,20.7,1224511
Hovedstaden,592781,364528,31.9,19.6,1857044
Sjælland,311069,182715,37.0,21.7,840545
