"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-25,København,K,79306,50068,78942,50002,364,66
2021-05-25,København,M,63305,34216,62837,34191,468,25
2021-05-25,Frederiksberg,K,18347,12320,18277,12309,70,11
2021-05-25,Frederiksberg,M,13414,7886,13313,7885,101,1
2021-05-25,Ballerup,K,9945,6671,9758,6634,187,37
2021-05-25,Ballerup,M,7624,4378,7359,4365,265,13
2021-05-25,Brøndby,K,7141,4478,7029,4471,112,7
2021-05-25,Brøndby,M,5710,3067,5595,3063,115,4
2021-05-25,Dragør,K,3218,2107,3213,2107,5,0
2021-05-25,Dragør,M,2715,1600,2703,1600,12,0
2021-05-25,Gentofte,K,15570,10036,15408,10020,162,16
2021-05-25,Gentofte,M,12337,6798,12169,6792,168,6
2021-05-25,Gladsaxe,K,12619,8412,12401,8361,218,51
2021-05-25,Gladsaxe,M,9758,5355,9494,5338,264,17
2021-05-25,Glostrup,K,4790,3152,4700,3134,90,18
2021-05-25,Glostrup,M,3622,1987,3520,1983,102,4
2021-05-25,Herlev,K,5855,3980,5735,3947,120,33
2021-05-25,Herlev,M,4309,2429,4174,2421,135,8
2021-05-25,Albertslund,K,5181,3377,5082,3362,99,15
2021-05-25,Albertslund,M,4156,2365,4032,2360,124,5
2021-05-25,Hvidovre,K,10137,6604,10012,6593,125,11
2021-05-25,Hvidovre,M,7949,4307,7815,4304,134,3
2021-05-25,Høje Tåstrup,K,9664,6132,9489,6118,175,14
2021-05-25,Høje Tåstrup,M,7997,4299,7798,4297,199,2
2021-05-25,Lyngby-Taarbæk,K,11271,7552,11141,7530,130,22
2021-05-25,Lyngby-Taarbæk,M,8473,4867,8331,4860,142,7
2021-05-25,Rødovre,K,7921,5091,7813,5065,108,26
2021-05-25,Rødovre,M,5925,3117,5778,3109,147,8
