"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,48622,20693,7.6,3.2,638760
Frederiksberg,9764,4802,9.4,4.6,103364
Ballerup,5059,2179,10.3,4.4,49092
Brøndby,3667,1648,10.4,4.7,35389
Dragør,1491,800,10.2,5.5,14574
Gentofte,7768,3891,10.4,5.2,74373
Gladsaxe,7363,3372,10.6,4.9,69188
Glostrup,2876,1557,12.3,6.6,23467
Herlev,3397,1565,11.8,5.4,28830
Albertslund,2684,1517,9.9,5.6,27223
Hvidovre,5826,2941,10.9,5.5,53290
Høje Tåstrup,5076,2748,9.7,5.3,52136
Lyngby-Taarbæk,6164,3046,10.8,5.4,56851
Rødovre,4396,1881,10.7,4.6,41206
Ishøj,2025,1030,8.8,4.5,23069
Tårnby,4272,1962,10.0,4.6,42693
Vallensbæk,1756,880,10.6,5.3,16565
Furesø,4632,2293,11.3,5.6,40952
Allerød,2922,1276,11.3,4.9,25841
Fredensborg,4583,2215,11.2,5.4,41034
Helsingør,7373,3424,11.7,5.4,63007
Hillerød,6468,3083,12.5,6.0,51710
Hørsholm,3127,1544,12.6,6.2,24830
Rudersdal,6652,3190,11.7,5.6,56982
Egedal,4094,1694,9.4,3.9,43711
Frederikssund,5302,2410,11.6,5.3,45562
Greve,4770,2262,9.4,4.5,50534
Køge,5989,3137,9.7,5.1,61509
Halsnæs,3880,1524,12.3,4.9,31419
Roskilde,9381,4800,10.6,5.4,88776
Solrød,2161,1103,9.2,4.7,23472
Gribskov,5081,2247,12.4,5.5,40976
Odsherred,3779,1765,11.5,5.4,32914
Holbæk,7634,3732,10.6,5.2,71974
Faxe,3561,1766,9.7,4.8,36747
Kalundborg,4773,2292,9.9,4.7,48423
Ringsted,3092,1603,8.9,4.6,34937
Slagelse,8349,4198,10.5,5.3,79227
Stevns,2406,1142,10.4,4.9,23193
Sorø,3234,1497,10.8,5.0,29977
Lejre,2963,1425,10.5,5.0,28296
Lolland,4268,2351,10.6,5.8,40419
Næstved,8802,4512,10.6,5.4,83280
Guldborgsund,7163,3717,11.9,6.2,60329
Vordingborg,4823,2260,10.7,5.0,45203
Bornholm,4834,2115,12.2,5.3,39730
Middelfart,4865,2122,12.4,5.4,39261
Assens,4335,1645,10.6,4.0,40853
Faaborg-Midtfyn,5631,2175,10.9,4.2,51622
Kerteminde,2614,1051,11.0,4.4,23829
Nyborg,3590,1273,11.2,4.0,31947
Odense,21616,8777,10.5,4.3,205098
Svendborg,7632,3643,13.0,6.2,58777
Nordfyn,3138,1128,10.6,3.8,29528
Langeland,1688,652,13.7,5.3,12359
Ærø,907,308,15.1,5.1,5991
Haderslev,5403,2115,9.8,3.8,55321
Billund,2505,1096,9.4,4.1,26515
Sønderborg,7763,2721,10.5,3.7,73798
Tønder,3642,1555,9.8,4.2,37027
Esbjerg,13275,5614,11.5,4.9,115534
Fanø,401,160,11.6,4.6,3448
Varde,5616,2348,11.3,4.7,49642
Vejen,4657,2163,10.9,5.1,42773
Aabenraa,5315,1905,9.1,3.3,58575
Fredericia,5879,2585,11.4,5.0,51382
Horsens,8592,4040,9.3,4.4,92566
Kolding,9128,4027,9.8,4.3,93102
Vejle,11891,5149,10.1,4.4,117478
Herning,9305,5056,10.4,5.7,89264
Holstebro,6560,3308,11.2,5.6,58686
Lemvig,2077,1047,10.6,5.4,19558
Struer,2371,1164,11.4,5.6,20822
Syddjurs,4541,2167,10.5,5.0,43268
Norddjurs,4216,2308,11.4,6.2,36983
Favrskov,4682,2100,9.7,4.3,48470
Odder,2569,1344,11.2,5.8,23005
Randers,10305,4778,10.5,4.9,98290
Silkeborg,9288,4776,9.7,5.0,95905
Samsø,633,454,17.2,12.3,3680
Skanderborg,5670,2464,8.9,3.9,63448
Århus,32363,14337,9.2,4.1,352455
Ikast-Brande,3639,1912,8.8,4.6,41519
Ringkøbing-Skjern,5641,3254,10.0,5.8,56156
Hedensted,4427,2251,9.5,4.8,46822
Morsø,2708,1616,13.5,8.1,20070
Skive,5035,2647,11.1,5.8,45439
Thisted,4467,2333,10.4,5.4,43106
Viborg,10548,5543,10.9,5.7,96647
Brønderslev,4039,2006,11.2,5.6,36122
Frederikshavn,6203,3461,10.5,5.9,58972
Vesthimmerland,3959,2132,10.9,5.9,36350
Læsø,286,118,16.1,6.7,1773
Rebild,2955,1512,9.7,5.0,30486
Mariagerfjord,4446,2212,10.7,5.3,41591
Jammerbugt,3943,1896,10.3,5.0,38152
Aalborg,22839,10691,10.4,4.9,219692
Hjørring,7843,3723,12.2,5.8,64120
