"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,48622,20693,638760
Frederiksberg,9764,4802,103364
Ballerup,5059,2179,49092
Brøndby,3667,1648,35389
Dragør,1491,800,14574
Gentofte,7768,3891,74373
Gladsaxe,7363,3372,69188
Glostrup,2876,1557,23467
Herlev,3397,1565,28830
Albertslund,2684,1517,27223
Hvidovre,5826,2941,53290
Høje-Taastrup,5076,2748,52136
Lyngby-Taarbæk,6164,3046,56851
Rødovre,4396,1881,41206
Ishøj,2025,1030,23069
Tårnby,4272,1962,42693
Vallensbæk,1756,880,16565
Furesø,4632,2293,40952
Allerød,2922,1276,25841
Fredensborg,4583,2215,41034
Helsingør,7373,3424,63007
Hillerød,6468,3083,51710
Hørsholm,3127,1544,24830
Rudersdal,6652,3190,56982
Egedal,4094,1694,43711
Frederikssund,5302,2410,45562
Greve,4770,2262,50534
Køge,5989,3137,61509
Frederiksværk-Hundested,3880,1524,31419
Roskilde,9381,4800,88776
Solrød,2161,1103,23472
Gribskov,5081,2247,40976
Odsherred,3779,1765,32914
Holbæk,7634,3732,71974
Faxe,3561,1766,36747
Kalundborg,4773,2292,48423
Ringsted,3092,1603,34937
Slagelse,8349,4198,79227
Stevns,2406,1142,23193
Sorø,3234,1497,29977
Lejre,2963,1425,28296
Lolland,4268,2351,40419
Næstved,8802,4512,83280
Guldborgsund,7163,3717,60329
Vordingborg,4823,2260,45203
Bornholm,4834,2115,39730
Middelfart,4865,2122,39261
Assens,4335,1645,40853
Faaborg-Midtfyn,5631,2175,51622
Kerteminde,2614,1051,23829
Nyborg,3590,1273,31947
Odense,21616,8777,205098
Svendborg,7632,3643,58777
Nordfyns,3138,1128,29528
Langeland,1688,652,12359
Ærø,907,308,5991
Haderslev,5403,2115,55321
Billund,2505,1096,26515
Sønderborg,7763,2721,73798
Tønder,3642,1555,37027
Esbjerg,13275,5614,115534
Fanø,401,160,3448
Varde,5616,2348,49642
Vejen,4657,2163,42773
Aabenraa,5315,1905,58575
Fredericia,5879,2585,51382
Horsens,8592,4040,92566
Kolding,9128,4027,93102
Vejle,11891,5149,117478
Herning,9305,5056,89264
Holstebro,6560,3308,58686
Lemvig,2077,1047,19558
Struer,2371,1164,20822
Syddjurs,4541,2167,43268
Norddjurs,4216,2308,36983
Favrskov,4682,2100,48470
Odder,2569,1344,23005
Randers,10305,4778,98290
Silkeborg,9288,4776,95905
Samsø,633,454,3680
Skanderborg,5670,2464,63448
Århus,32363,14337,352455
Ikast-Brande,3639,1912,41519
Ringkøbing-Skjern,5641,3254,56156
Hedensted,4427,2251,46822
Morsø,2708,1616,20070
Skive,5035,2647,45439
Thisted,4467,2333,43106
Viborg,10548,5543,96647
Brønderslev-Dronninglund,4039,2006,36122
Frederikshavn,6203,3461,58972
Vesthimmerlands,3959,2132,36350
Læsø,286,118,1773
Rebild,2955,1512,30486
Mariagerfjord,4446,2212,41591
Jammerbugt,3943,1896,38152
Ålborg,22839,10691,219692
Hjørring,7843,3723,64120
