"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6429,5842311,0.11,6429
2020-12-28,Nationalt,1992,5842311,0.14,8421
2020-12-29,Nationalt,8884,5842311,0.30,17305
2020-12-30,Nationalt,11390,5842311,0.49,28695
2020-12-31,Nationalt,6116,5842311,0.60,34811
2021-01-01,Nationalt,2316,5842311,0.64,37127
2021-01-02,Nationalt,8806,5842311,0.79,45933
2021-01-03,Nationalt,5955,5842311,0.89,51888
2021-01-04,Nationalt,2396,5842311,0.93,54284
2021-01-05,Nationalt,13425,5842311,1.16,67709
2021-01-06,Nationalt,19619,5842311,1.49,87328
2021-01-07,Nationalt,17373,5842311,1.79,104701
2021-01-08,Nationalt,8428,5842311,1.94,113129
2021-01-09,Nationalt,1899,5842311,1.97,115028
2021-01-10,Nationalt,813,5842311,1.98,115841
2021-01-11,Nationalt,657,5842311,1.99,116498
2021-01-12,Nationalt,463,5842311,2.00,116961
2021-01-13,Nationalt,12703,5842311,2.22,129664
2021-01-14,Nationalt,17866,5842311,2.53,147530
2021-01-15,Nationalt,15165,5842311,2.78,162695
2021-01-16,Nationalt,4599,5842311,2.86,167294
2021-01-17,Nationalt,2523,5842311,2.91,169817
2021-01-18,Nationalt,3867,5842311,2.97,173684
2021-01-19,Nationalt,2471,5842311,3.02,176155
2021-01-20,Nationalt,1505,5842311,3.04,177660
2021-01-21,Nationalt,1518,5842311,3.07,179178
2021-01-22,Nationalt,665,5842311,3.08,179843
2021-01-23,Nationalt,781,5842311,3.09,180624
2021-01-24,Nationalt,613,5842311,3.10,181237
2021-01-25,Nationalt,262,5842311,3.11,181499
2021-01-26,Nationalt,213,5842311,3.11,181712
2021-01-27,Nationalt,209,5842311,3.11,181921
2021-01-28,Nationalt,237,5842311,3.12,182158
2021-01-29,Nationalt,1132,5842311,3.14,183290
2021-01-30,Nationalt,1224,5842311,3.16,184514
2021-01-31,Nationalt,1247,5842311,3.18,185761
2021-02-01,Nationalt,755,5842311,3.19,186516
2021-02-02,Nationalt,2038,5842311,3.23,188554
2021-02-03,Nationalt,1544,5842311,3.25,190098
2021-02-04,Nationalt,1439,5842311,3.28,191537
2021-02-05,Nationalt,1586,5842311,3.31,193123
2021-02-06,Nationalt,1040,5842311,3.32,194163
2021-02-07,Nationalt,1912,5842311,3.36,196075
2021-02-08,Nationalt,2552,5842311,3.40,198627
2021-02-09,Nationalt,3559,5842311,3.46,202186
2021-02-10,Nationalt,3283,5842311,3.52,205469
2021-02-11,Nationalt,5667,5842311,3.61,211136
2021-02-12,Nationalt,12045,5842311,3.82,223181
2021-02-13,Nationalt,6552,5842311,3.93,229733
2021-02-14,Nationalt,6238,5842311,4.04,235971
2021-02-15,Nationalt,13873,5842311,4.28,249844
2021-02-16,Nationalt,13231,5842311,4.50,263075
2021-02-17,Nationalt,10498,5842311,4.68,273573
2021-02-18,Nationalt,11479,5842311,4.88,285052
2021-02-19,Nationalt,13927,5842311,5.12,298979
2021-02-20,Nationalt,10532,5842311,5.30,309511
2021-02-21,Nationalt,10812,5842311,5.48,320323
2021-02-22,Nationalt,13534,5842311,5.71,333857
2021-02-23,Nationalt,14411,5842311,5.96,348268
2021-02-24,Nationalt,13689,5842311,6.20,361957
2021-02-25,Nationalt,14443,5842311,6.44,376400
2021-02-26,Nationalt,35942,5842311,7.06,412342
2021-02-27,Nationalt,6662,5842311,7.17,419004
2021-02-28,Nationalt,10972,5842311,7.36,429976
2021-03-01,Nationalt,19736,5842311,7.70,449712
2021-03-02,Nationalt,16687,5842311,7.98,466399
2021-03-03,Nationalt,12996,5842311,8.21,479395
2021-03-04,Nationalt,17421,5842311,8.50,496816
2021-03-05,Nationalt,16643,5842311,8.79,513459
2021-03-06,Nationalt,14629,5842311,9.04,528088
2021-03-07,Nationalt,12074,5842311,9.25,540162
2021-03-08,Nationalt,9592,5842311,9.41,549754
2021-03-09,Nationalt,10933,5842311,9.60,560687
2021-03-10,Nationalt,12079,5842311,9.80,572766
2021-03-11,Nationalt,4599,5842311,9.88,577365
2021-03-12,Nationalt,3370,5842311,9.94,580735
2021-03-13,Nationalt,4534,5842311,10.0,585269
2021-03-14,Nationalt,1221,5842311,10.0,586490
2021-03-15,Nationalt,2847,5842311,10.1,589337
2021-03-16,Nationalt,6606,5842311,10.2,595943
