"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,59739,22499,10.1,3.8,590437
Midtjylland,124830,53789,9.4,4.0,1332861
Syddanmark,121911,43714,10.0,3.6,1223826
Hovedstaden,172532,62860,9.3,3.4,1855747
Sjælland,81644,34608,9.7,4.1,839118
