"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,46578,17448,7.3,2.7,638701
Frederiksberg,9435,3660,9.1,3.5,103413
Ballerup,4742,1455,9.7,3.0,49125
Brøndby,3533,1107,10.0,3.1,35380
Dragør,1402,483,9.6,3.3,14570
Gentofte,7460,2920,10.0,3.9,74383
Gladsaxe,6998,2637,10.1,3.8,69190
Glostrup,2800,1162,11.9,5.0,23465
Herlev,3198,1182,11.1,4.1,28816
Albertslund,2599,1092,9.5,4.0,27232
Hvidovre,5702,2227,10.7,4.2,53330
Høje Tåstrup,4846,2052,9.3,3.9,52124
Lyngby-Taarbæk,5836,2064,10.3,3.6,56821
Rødovre,4118,1267,10.0,3.1,41177
Ishøj,1881,685,8.2,3.0,23054
Tårnby,4194,1434,9.8,3.4,42713
Vallensbæk,1675,612,10.1,3.7,16550
Furesø,4391,1539,10.7,3.8,40952
Allerød,2754,885,10.7,3.4,25854
Fredensborg,4352,1660,10.6,4.0,40992
Helsingør,7017,2398,11.1,3.8,63030
Hillerød,6061,2372,11.7,4.6,51726
Hørsholm,2957,1040,11.9,4.2,24842
Rudersdal,6236,2077,10.9,3.6,56957
Egedal,3869,1264,8.9,2.9,43704
Frederikssund,5003,1702,11.0,3.7,45533
Greve,4528,1688,9.0,3.3,50565
Køge,5573,2315,9.1,3.8,61529
Halsnæs,3643,1162,11.6,3.7,31421
Roskilde,8893,3972,10.0,4.5,88786
Solrød,2043,869,8.7,3.7,23447
Gribskov,4599,1639,11.2,4.0,40970
Odsherred,3507,1303,10.7,4.0,32895
Holbæk,7095,2902,9.9,4.0,71984
Faxe,3358,1360,9.1,3.7,36762
Kalundborg,4479,1810,9.2,3.7,48425
Ringsted,2920,1298,8.4,3.7,34896
Slagelse,7944,3583,10.0,4.5,79225
Stevns,2184,789,9.4,3.4,23166
Sorø,3035,1289,10.1,4.3,29980
Lejre,2736,1130,9.7,4.0,28257
Lolland,3915,1863,9.7,4.6,40432
Næstved,8296,3781,10.0,4.5,83259
Guldborgsund,6657,2852,11.0,4.7,60313
Vordingborg,4481,1804,9.9,4.0,45197
Bornholm,4653,1635,11.7,4.1,39722
Middelfart,4658,1640,11.9,4.2,39245
Assens,3947,1254,9.7,3.1,40853
Faaborg-Midtfyn,5166,1706,10.0,3.3,51632
Kerteminde,2377,800,10.0,3.4,23821
Nyborg,3261,1002,10.2,3.1,31957
Odense,19922,7029,9.7,3.4,205126
Svendborg,7042,3216,12.0,5.5,58735
Nordfyn,2898,874,9.8,3.0,29541
Langeland,1484,575,12.0,4.7,12363
Ærø,740,305,12.4,5.1,5988
Haderslev,5067,1896,9.2,3.4,55321
Billund,2375,809,9.0,3.1,26517
Sønderborg,6931,2487,9.4,3.4,73788
Tønder,3432,1280,9.3,3.5,37018
Esbjerg,12482,4254,10.8,3.7,115553
Fanø,378,135,11.0,3.9,3448
Varde,5252,1556,10.6,3.1,49644
Vejen,4465,1547,10.4,3.6,42764
Aabenraa,4843,1761,8.3,3.0,58555
Fredericia,5499,2013,10.7,3.9,51384
Horsens,7958,3195,8.6,3.5,92547
Kolding,8581,3314,9.2,3.6,93122
Vejle,11111,4261,9.5,3.6,117451
Herning,8744,4173,9.8,4.7,89279
Holstebro,6186,2648,10.5,4.5,58696
Lemvig,2052,995,10.5,5.1,19574
Struer,2297,997,11.0,4.8,20807
Syddjurs,4086,1964,9.4,4.5,43248
Norddjurs,3740,1972,10.1,5.3,36965
Favrskov,4363,1884,9.0,3.9,48444
Odder,2466,1235,10.7,5.4,22988
Randers,9682,3995,9.8,4.1,98312
Silkeborg,8882,3654,9.3,3.8,95873
Samsø,489,446,13.3,12.1,3681
Skanderborg,5331,2212,8.4,3.5,63457
Århus,30572,11173,8.7,3.2,352450
Ikast-Brande,3555,1688,8.6,4.1,41519
Ringkøbing-Skjern,5546,2820,9.9,5.0,56148
Hedensted,4110,2063,8.8,4.4,46827
Morsø,2503,1171,12.5,5.8,20062
Skive,4778,2449,10.5,5.4,45421
Thisted,4245,1675,9.8,3.9,43105
Viborg,9993,4226,10.3,4.4,96625
Brønderslev,3675,1460,10.2,4.0,36107
Frederikshavn,5926,2378,10.0,4.0,58971
Vesthimmerland,3787,1395,10.4,3.8,36340
Læsø,286,118,16.1,6.7,1773
Rebild,2808,1071,9.2,3.5,30490
Mariagerfjord,4254,1432,10.2,3.4,41591
Jammerbugt,3687,1318,9.7,3.5,38129
Aalborg,21335,7811,9.7,3.6,219755
Hjørring,7233,2670,11.3,4.2,64114
