"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16582,0
AstraZeneca Covid-19 vaccine,Midtjylland,31426,0
AstraZeneca Covid-19 vaccine,Syddanmark,28896,20
AstraZeneca Covid-19 vaccine,Hovedstaden,42432,3
AstraZeneca Covid-19 vaccine,Sjælland,22766,68
Moderna Covid-19 Vaccine,Nordjylland,4151,3034
Moderna Covid-19 Vaccine,Midtjylland,4251,243
Moderna Covid-19 Vaccine,Syddanmark,6069,3244
Moderna Covid-19 Vaccine,Hovedstaden,5242,1045
Moderna Covid-19 Vaccine,Sjælland,2565,741
Pfizer BioNTech Covid-19 vacc,Nordjylland,39006,19465
Pfizer BioNTech Covid-19 vacc,Midtjylland,89153,53546
Pfizer BioNTech Covid-19 vacc,Syddanmark,86946,40450
Pfizer BioNTech Covid-19 vacc,Hovedstaden,124858,61812
Pfizer BioNTech Covid-19 vacc,Sjælland,56313,33799
