"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,59739,22499,590437
Midtjylland,124830,53789,1332861
Syddanmark,121911,43714,1223826
Hovedstaden,172532,62860,1855747
Sjælland,81644,34608,839118
