Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.067.067;  27.743;   2.138;     429
Sjælland; 408.534;   6.985;     755;     137
Syddanmark; 592.303;   7.123;     478;      53
Midtjylland; 668.647;  10.629;     631;      82
Nordjylland; 322.338;   4.794;     297;      52
I alt i Danmark;3.058.889;  57.274;   4.299;     753
