"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,47532,17617,7.4,2.8,638676
Frederiksberg,9555,3714,9.2,3.6,103407
Ballerup,4795,1495,9.8,3.0,49122
Brøndby,3573,1178,10.1,3.3,35385
Dragør,1442,535,9.9,3.7,14569
Gentofte,7528,2998,10.1,4.0,74397
Gladsaxe,7116,2766,10.3,4.0,69180
Glostrup,2834,1188,12.1,5.1,23462
Herlev,3235,1236,11.2,4.3,28817
Albertslund,2626,1117,9.6,4.1,27250
Hvidovre,5757,2310,10.8,4.3,53320
Høje Tåstrup,4903,2101,9.4,4.0,52128
Lyngby-Taarbæk,5895,2138,10.4,3.8,56829
Rødovre,4224,1319,10.3,3.2,41181
Ishøj,1917,687,8.3,3.0,23059
Tårnby,4241,1453,9.9,3.4,42705
Vallensbæk,1700,643,10.3,3.9,16548
Furesø,4529,1583,11.1,3.9,40957
Allerød,2789,908,10.8,3.5,25850
Fredensborg,4434,1702,10.8,4.2,40997
Helsingør,7132,2476,11.3,3.9,63021
Hillerød,6156,2395,11.9,4.6,51734
Hørsholm,3004,1092,12.1,4.4,24845
Rudersdal,6309,2186,11.1,3.8,56962
Egedal,3915,1316,9.0,3.0,43708
Frederikssund,5089,1788,11.2,3.9,45540
Greve,4584,1767,9.1,3.5,50558
Køge,5656,2603,9.2,4.2,61529
Halsnæs,3731,1188,11.9,3.8,31423
Roskilde,9027,4231,10.2,4.8,88775
Solrød,2093,939,8.9,4.0,23455
Gribskov,4674,1659,11.4,4.0,40966
Odsherred,3621,1446,11.0,4.4,32903
Holbæk,7243,3211,10.1,4.5,71976
Faxe,3428,1508,9.3,4.1,36763
Kalundborg,4569,1869,9.4,3.9,48429
Ringsted,2963,1367,8.5,3.9,34906
Slagelse,8116,3602,10.2,4.5,79222
Stevns,2285,919,9.9,4.0,23167
Sorø,3079,1310,10.3,4.4,29977
Lejre,2844,1237,10.1,4.4,28270
Lolland,4045,2053,10.0,5.1,40427
Næstved,8422,4043,10.1,4.9,83264
Guldborgsund,6907,3091,11.5,5.1,60320
Vordingborg,4577,1985,10.1,4.4,45194
Bornholm,4719,1675,11.9,4.2,39724
Middelfart,4743,1690,12.1,4.3,39246
Assens,4099,1287,10.0,3.1,40858
Faaborg-Midtfyn,5310,1728,10.3,3.3,51630
Kerteminde,2426,810,10.2,3.4,23823
Nyborg,3335,1010,10.4,3.2,31959
Odense,20498,7193,10.0,3.5,205120
Svendborg,7122,3306,12.1,5.6,58732
Nordfyn,2960,882,10.0,3.0,29541
Langeland,1497,575,12.1,4.7,12362
Ærø,741,305,12.4,5.1,5990
Haderslev,5211,1946,9.4,3.5,55320
Billund,2397,809,9.0,3.1,26519
Sønderborg,7058,2568,9.6,3.5,73791
Tønder,3516,1409,9.5,3.8,37019
Esbjerg,12632,4252,10.9,3.7,115531
Fanø,382,135,11.1,3.9,3449
Varde,5324,1556,10.7,3.1,49645
Vejen,4539,1550,10.6,3.6,42770
Aabenraa,4961,1810,8.5,3.1,58566
Fredericia,5597,2064,10.9,4.0,51382
Horsens,8149,3374,8.8,3.6,92541
Kolding,8901,3376,9.6,3.6,93114
Vejle,11466,4273,9.8,3.6,117449
Herning,8768,4182,9.8,4.7,89272
Holstebro,6224,2707,10.6,4.6,58696
Lemvig,2061,995,10.5,5.1,19570
Struer,2300,998,11.1,4.8,20810
Syddjurs,4264,1985,9.9,4.6,43257
Norddjurs,3974,2048,10.8,5.5,36964
Favrskov,4457,1932,9.2,4.0,48449
Odder,2526,1246,11.0,5.4,22991
Randers,9831,4270,10.0,4.3,98311
Silkeborg,9102,3906,9.5,4.1,95866
Samsø,631,449,17.1,12.2,3682
Skanderborg,5513,2247,8.7,3.5,63454
Århus,31550,11681,9.0,3.3,352444
Ikast-Brande,3571,1707,8.6,4.1,41531
Ringkøbing-Skjern,5555,2819,9.9,5.0,56147
Hedensted,4207,2086,9.0,4.5,46827
Morsø,2542,1173,12.7,5.8,20063
Skive,4837,2456,10.6,5.4,45422
Thisted,4303,1677,10.0,3.9,43104
Viborg,10172,4463,10.5,4.6,96633
Brønderslev,3720,1460,10.3,4.0,36114
Frederikshavn,6140,2379,10.4,4.0,58973
Vesthimmerland,3841,1479,10.6,4.1,36334
Læsø,286,118,16.1,6.7,1772
Rebild,2845,1087,9.3,3.6,30489
Mariagerfjord,4300,1573,10.3,3.8,41588
Jammerbugt,3728,1322,9.8,3.5,38134
Aalborg,21865,7921,10.0,3.6,219738
Hjørring,7250,2672,11.3,4.2,64116
