"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,47532,17617,638676
Frederiksberg,9555,3714,103407
Ballerup,4795,1495,49122
Brøndby,3573,1178,35385
Dragør,1442,535,14569
Gentofte,7528,2998,74397
Gladsaxe,7116,2766,69180
Glostrup,2834,1188,23462
Herlev,3235,1236,28817
Albertslund,2626,1117,27250
Hvidovre,5757,2310,53320
Høje-Taastrup,4903,2101,52128
Lyngby-Taarbæk,5895,2138,56829
Rødovre,4224,1319,41181
Ishøj,1917,687,23059
Tårnby,4241,1453,42705
Vallensbæk,1700,643,16548
Furesø,4529,1583,40957
Allerød,2789,908,25850
Fredensborg,4434,1702,40997
Helsingør,7132,2476,63021
Hillerød,6156,2395,51734
Hørsholm,3004,1092,24845
Rudersdal,6309,2186,56962
Egedal,3915,1316,43708
Frederikssund,5089,1788,45540
Greve,4584,1767,50558
Køge,5656,2603,61529
Frederiksværk-Hundested,3731,1188,31423
Roskilde,9027,4231,88775
Solrød,2093,939,23455
Gribskov,4674,1659,40966
Odsherred,3621,1446,32903
Holbæk,7243,3211,71976
Faxe,3428,1508,36763
Kalundborg,4569,1869,48429
Ringsted,2963,1367,34906
Slagelse,8116,3602,79222
Stevns,2285,919,23167
Sorø,3079,1310,29977
Lejre,2844,1237,28270
Lolland,4045,2053,40427
Næstved,8422,4043,83264
Guldborgsund,6907,3091,60320
Vordingborg,4577,1985,45194
Bornholm,4719,1675,39724
Middelfart,4743,1690,39246
Assens,4099,1287,40858
Faaborg-Midtfyn,5310,1728,51630
Kerteminde,2426,810,23823
Nyborg,3335,1010,31959
Odense,20498,7193,205120
Svendborg,7122,3306,58732
Nordfyns,2960,882,29541
Langeland,1497,575,12362
Ærø,741,305,5990
Haderslev,5211,1946,55320
Billund,2397,809,26519
Sønderborg,7058,2568,73791
Tønder,3516,1409,37019
Esbjerg,12632,4252,115531
Fanø,382,135,3449
Varde,5324,1556,49645
Vejen,4539,1550,42770
Aabenraa,4961,1810,58566
Fredericia,5597,2064,51382
Horsens,8149,3374,92541
Kolding,8901,3376,93114
Vejle,11466,4273,117449
Herning,8768,4182,89272
Holstebro,6224,2707,58696
Lemvig,2061,995,19570
Struer,2300,998,20810
Syddjurs,4264,1985,43257
Norddjurs,3974,2048,36964
Favrskov,4457,1932,48449
Odder,2526,1246,22991
Randers,9831,4270,98311
Silkeborg,9102,3906,95866
Samsø,631,449,3682
Skanderborg,5513,2247,63454
Århus,31550,11681,352444
Ikast-Brande,3571,1707,41531
Ringkøbing-Skjern,5555,2819,56147
Hedensted,4207,2086,46827
Morsø,2542,1173,20063
Skive,4837,2456,45422
Thisted,4303,1677,43104
Viborg,10172,4463,96633
Brønderslev-Dronninglund,3720,1460,36114
Frederikshavn,6140,2379,58973
Vesthimmerlands,3841,1479,36334
Læsø,286,118,1772
Rebild,2845,1087,30489
Mariagerfjord,4300,1573,41588
Jammerbugt,3728,1322,38134
Ålborg,21865,7921,219738
Hjørring,7250,2672,64116
