"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-15,Nationalt,5,5842005,0.00,5
2021-01-16,Nationalt,7,5842005,0.00,12
2021-01-17,Nationalt,711,5842005,0.01,723
2021-01-18,Nationalt,2129,5842005,0.05,2852
2021-01-19,Nationalt,2084,5842005,0.08,4936
2021-01-20,Nationalt,1883,5842005,0.12,6819
2021-01-21,Nationalt,2350,5842005,0.16,9169
2021-01-22,Nationalt,5643,5842005,0.25,14812
2021-01-23,Nationalt,7165,5842005,0.38,21977
2021-01-24,Nationalt,6531,5842005,0.49,28508
2021-01-25,Nationalt,2448,5842005,0.53,30956
2021-01-26,Nationalt,1744,5842005,0.56,32700
2021-01-27,Nationalt,4361,5842005,0.63,37061
2021-01-28,Nationalt,8114,5842005,0.77,45175
2021-01-29,Nationalt,18311,5842005,1.09,63486
2021-01-30,Nationalt,12959,5842005,1.31,76445
2021-01-31,Nationalt,12285,5842005,1.52,88730
2021-02-01,Nationalt,7869,5842005,1.65,96599
2021-02-02,Nationalt,3023,5842005,1.71,99622
2021-02-03,Nationalt,6180,5842005,1.81,105802
2021-02-04,Nationalt,10918,5842005,2.00,116720
2021-02-05,Nationalt,13472,5842005,2.23,130192
2021-02-06,Nationalt,6760,5842005,2.34,136952
2021-02-07,Nationalt,3639,5842005,2.41,140591
2021-02-08,Nationalt,7051,5842005,2.53,147642
2021-02-09,Nationalt,4915,5842005,2.61,152557
2021-02-10,Nationalt,3918,5842005,2.68,156475
2021-02-11,Nationalt,2452,5842005,2.72,158927
2021-02-12,Nationalt,7607,5842005,2.85,166534
2021-02-13,Nationalt,976,5842005,2.87,167510
2021-02-14,Nationalt,631,5842005,2.88,168141
2021-02-15,Nationalt,3137,5842005,2.93,171278
2021-02-16,Nationalt,1326,5842005,2.95,172604
2021-02-17,Nationalt,429,5842005,2.96,173033
2021-02-18,Nationalt,301,5842005,2.97,173334
2021-02-19,Nationalt,966,5842005,2.98,174300
2021-02-20,Nationalt,577,5842005,2.99,174877
2021-02-21,Nationalt,350,5842005,3.00,175227
2021-02-22,Nationalt,1083,5842005,3.02,176310
2021-02-23,Nationalt,1951,5842005,3.05,178261
2021-02-24,Nationalt,1971,5842005,3.09,180232
2021-02-25,Nationalt,635,5842005,3.10,180867
2021-02-26,Nationalt,992,5842005,3.11,181859
2021-02-27,Nationalt,1483,5842005,3.14,183342
2021-02-28,Nationalt,1425,5842005,3.16,184767
2021-03-01,Nationalt,1054,5842005,3.18,185821
2021-03-02,Nationalt,1297,5842005,3.20,187118
2021-03-03,Nationalt,1021,5842005,3.22,188139
2021-03-04,Nationalt,1813,5842005,3.25,189952
2021-03-05,Nationalt,5657,5842005,3.35,195609
2021-03-06,Nationalt,4010,5842005,3.42,199619
2021-03-07,Nationalt,4349,5842005,3.49,203968
2021-03-08,Nationalt,6397,5842005,3.60,210365
2021-03-09,Nationalt,7236,5842005,3.72,217601
2021-03-10,Nationalt,6989,5842005,3.84,224590
