"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;442739;341829;639307
Frederiksberg;77154;63109;102805
Ballerup;34597;29951;49085
Brøndby;22780;19599;35529
Dragør;10815;9645;14607
Gentofte;54730;47860;74246
Gladsaxe;48407;41022;68929
Glostrup;16317;13753;23535
Herlev;19946;17253;28826
Albertslund;17745;15027;27241
Hvidovre;36535;30852;53141
Høje-Taastrup;34273;28829;52462
Lyngby-Taarbæk;42599;36841;57040
Rødovre;28034;23655;41206
Ishøj;13818;11529;23039
Tårnby;30124;25962;42624
Vallensbæk;10995;9325;16522
Furesø;29934;26226;41308
Allerød;19691;17045;25904
Fredensborg;29829;25997;41072
Helsingør;46530;40355;63139
Hillerød;38861;33551;52357
Hørsholm;19119;17055;24780
Rudersdal;43018;37587;57259
Egedal;32629;28297;44111
Frederikssund;34685;30743;45845
Greve;35884;30316;50635
Køge;45123;38195;61723
Frederiksværk-Hundested;23674;21054;31483
Roskilde;66516;55722;89118
Solrød;17187;14695;23584
Gribskov;31202;27786;41250
Odsherred;25412;23028;33018
Holbæk;54016;46135;72604
Faxe;27306;23899;37054
Kalundborg;35896;30979;48418
Ringsted;24922;21136;35050
Slagelse;57783;49395;79567
Stevns;17459;15295;23272
Sorø;22432;19458;30017
Lejre;21195;18562;28619
Lolland;29873;26732;40336
Næstved;61807;51888;83592
Guldborgsund;45194;40059;60380
Vordingborg;33926;29990;45347
Bornholm;31094;27483;39816
Middelfart;29948;24925;39451
Assens;31104;25058;40891
Faaborg-Midtfyn;39322;32662;51862
Kerteminde;18448;15068;23975
Nyborg;24510;20106;32101
Odense;151629;109855;204804
Svendborg;44651;38076;58932
Nordfyns;22174;17825;29609
Langeland;9743;8533;12362
Ærø;4874;4162;6011
Haderslev;40090;30886;55387
Billund;19656;16080;26606
Sønderborg;55400;42970;73708
Tønder;26697;20533;36989
Esbjerg;84754;67021;115481
Fanø;2712;2434;3444
Varde;36713;29927;49735
Vejen;30767;24580;42785
Aabenraa;42155;32770;58407
Fredericia;37664;31312;51539
Horsens;67064;53247;93362
Kolding;67087;50620;93086
Vejle;85515;65278;118220
Herning;65819;50884;89229
Holstebro;43568;34333;58600
Lemvig;15007;12609;19424
Struer;15994;13400;20791
Syddjurs;33111;27575;43492
Norddjurs;28346;23574;36970
Favrskov;36353;29292;48712
Odder;17883;15091;23154
Randers;73290;58468;98628
Silkeborg;70727;56424;96721
Samsø;2972;2728;3730
Skanderborg;46870;39223;63964
Århus;261205;192569;353002
Ikast-Brande;30133;23863;41808
Ringkøbing-Skjern;41636;33428;56181
Hedensted;35242;29272;47045
Morsø;15477;13239;20085
Skive;34865;28493;45153
Thisted;32817;27853;43150
Viborg;72603;57870;96743
Brønderslev-Dronninglund;26875;21773;36209
Frederikshavn;45370;38340;58952
Vesthimmerlands;27077;22077;36378
Læsø;1448;1415;1796
Rebild;22457;18008;30602
Mariagerfjord;31697;26199;41579
Jammerbugt;28714;23704;38144
Ålborg;164717;123328;219929
Hjørring;48726;40759;63956
