"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2021-01-04;Hovedstaden;0;1858468;0.00
2021-01-07;Hovedstaden;0;1858468;0.00
2021-01-08;Hovedstaden;1;1858468;0.00
2021-01-09;Hovedstaden;2;1858468;0.00
2021-01-12;Hovedstaden;2;1858468;0.00
2021-01-13;Hovedstaden;3;1858468;0.00
2021-01-14;Hovedstaden;4;1858468;0.00
2021-01-15;Hovedstaden;9;1858468;0.00
2021-01-16;Hovedstaden;9;1858468;0.00
2021-01-17;Hovedstaden;49;1858468;0.00
2021-01-18;Hovedstaden;185;1858468;0.01
2021-01-19;Hovedstaden;355;1858468;0.02
2021-01-20;Hovedstaden;486;1858468;0.03
2021-01-21;Hovedstaden;603;1858468;0.03
2021-01-22;Hovedstaden;684;1858468;0.04
2021-01-23;Hovedstaden;4696;1858468;0.25
2021-01-24;Hovedstaden;8601;1858468;0.46
2021-01-25;Hovedstaden;8842;1858468;0.48
2021-01-26;Hovedstaden;8977;1858468;0.48
2021-01-27;Hovedstaden;9605;1858468;0.52
2021-01-28;Hovedstaden;13360;1858468;0.72
2021-01-29;Hovedstaden;20771;1858468;1.12
2021-01-30;Hovedstaden;25272;1858468;1.36
2021-01-31;Hovedstaden;27834;1858468;1.50
2021-02-01;Hovedstaden;29720;1858468;1.60
2021-02-02;Hovedstaden;29835;1858468;1.61
2021-02-03;Hovedstaden;32780;1858468;1.76
2021-02-04;Hovedstaden;39226;1858468;2.11
2021-02-05;Hovedstaden;44065;1858468;2.37
2021-02-06;Hovedstaden;47059;1858468;2.53
2021-02-07;Hovedstaden;47625;1858468;2.56
2021-02-08;Hovedstaden;48761;1858468;2.62
2021-02-09;Hovedstaden;48798;1858468;2.63
2021-02-10;Hovedstaden;49735;1858468;2.68
2021-02-11;Hovedstaden;49978;1858468;2.69
2021-02-12;Hovedstaden;54135;1858468;2.91
2021-02-13;Hovedstaden;54145;1858468;2.91
2021-02-14;Hovedstaden;54157;1858468;2.91
2021-02-15;Hovedstaden;55532;1858468;2.99
2021-02-16;Hovedstaden;55938;1858468;3.01
2021-02-17;Hovedstaden;55971;1858468;3.01
2021-02-18;Hovedstaden;56046;1858468;3.02
2021-02-19;Hovedstaden;56091;1858468;3.02
2021-02-20;Hovedstaden;56191;1858468;3.02
2021-02-21;Hovedstaden;56296;1858468;3.03
2021-02-22;Hovedstaden;56439;1858468;3.04
2021-02-23;Hovedstaden;56593;1858468;3.05
2021-02-24;Hovedstaden;56663;1858468;3.05
2021-02-25;Hovedstaden;56696;1858468;3.05
2021-02-26;Hovedstaden;56761;1858468;3.05
2021-02-27;Hovedstaden;57855;1858468;3.11
2021-02-28;Hovedstaden;58980;1858468;3.17
2021-03-01;Hovedstaden;59203;1858468;3.19
2021-03-02;Hovedstaden;59459;1858468;3.20
2021-03-03;Hovedstaden;59501;1858468;3.20
2021-03-04;Hovedstaden;59699;1858468;3.21
2021-03-05;Hovedstaden;59966;1858468;3.23
2021-03-06;Hovedstaden;60062;1858468;3.23
2021-03-07;Hovedstaden;60381;1858468;3.25
2021-03-08;Hovedstaden;60620;1858468;3.26
2021-03-09;Hovedstaden;62056;1858468;3.34
2021-03-10;Hovedstaden;63740;1858468;3.43
2021-03-11;Hovedstaden;68086;1858468;3.66
2021-03-12;Hovedstaden;72907;1858468;3.92
2021-03-13;Hovedstaden;72995;1858468;3.93
2021-03-14;Hovedstaden;76217;1858468;4.10
2021-03-15;Hovedstaden;78966;1858468;4.25
2021-03-16;Hovedstaden;82485;1858468;4.44
2021-03-17;Hovedstaden;86882;1858468;4.67
