"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;445375;356695;590780
Midtjylland;992688;782343;1336709
Syddanmark;905613;710681;1225385
Hovedstaden;1321874;1099220;1858468
Sjælland;621931;535484;842334
