"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-17;Nationalt;1;5853676;0.00;1
2020-12-18;Nationalt;1;5853676;0.00;2
2020-12-19;Nationalt;1;5853676;0.00;3
2020-12-21;Nationalt;1;5853676;0.00;4
2020-12-22;Nationalt;2;5853676;0.00;6
2020-12-23;Nationalt;3;5853676;0.00;9
2020-12-24;Nationalt;4;5853676;0.00;13
2020-12-26;Nationalt;2;5853676;0.00;15
2020-12-27;Nationalt;6172;5853676;0.11;6187
2020-12-28;Nationalt;1986;5853676;0.14;8173
2020-12-29;Nationalt;8612;5853676;0.29;16785
2020-12-30;Nationalt;11013;5853676;0.47;27798
2020-12-31;Nationalt;5860;5853676;0.57;33658
2021-01-01;Nationalt;2227;5853676;0.61;35885
2021-01-02;Nationalt;8389;5853676;0.76;44274
2021-01-03;Nationalt;5652;5853676;0.85;49926
2021-01-04;Nationalt;2384;5853676;0.89;52310
2021-01-05;Nationalt;12938;5853676;1.11;65248
2021-01-06;Nationalt;18823;5853676;1.44;84071
2021-01-07;Nationalt;16674;5853676;1.72;100745
2021-01-08;Nationalt;8090;5853676;1.86;108835
2021-01-09;Nationalt;1870;5853676;1.89;110705
2021-01-10;Nationalt;820;5853676;1.91;111525
2021-01-11;Nationalt;659;5853676;1.92;112184
2021-01-12;Nationalt;462;5853676;1.92;112646
2021-01-13;Nationalt;12451;5853676;2.14;125097
2021-01-14;Nationalt;17458;5853676;2.44;142555
2021-01-15;Nationalt;14750;5853676;2.69;157305
2021-01-16;Nationalt;4474;5853676;2.76;161779
2021-01-17;Nationalt;2400;5853676;2.80;164179
2021-01-18;Nationalt;3738;5853676;2.87;167917
2021-01-19;Nationalt;2404;5853676;2.91;170321
2021-01-20;Nationalt;1469;5853676;2.93;171790
2021-01-21;Nationalt;1492;5853676;2.96;173282
2021-01-22;Nationalt;649;5853676;2.97;173931
2021-01-23;Nationalt;714;5853676;2.98;174645
2021-01-24;Nationalt;582;5853676;2.99;175227
2021-01-25;Nationalt;277;5853676;3.00;175504
2021-01-26;Nationalt;209;5853676;3.00;175713
2021-01-27;Nationalt;201;5853676;3.01;175914
2021-01-28;Nationalt;220;5853676;3.01;176134
2021-01-29;Nationalt;1077;5853676;3.03;177211
2021-01-30;Nationalt;1160;5853676;3.05;178371
2021-01-31;Nationalt;1168;5853676;3.07;179539
2021-02-01;Nationalt;744;5853676;3.08;180283
