"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,162215,95485,590223
Midtjylland,351528,204402,1334238
Syddanmark,335257,184559,1224455
Hovedstaden,474816,293383,1856704
Sjælland,237063,151371,840411
