"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-04,Nationalt,1,5849005,0.00,1
2021-01-08,Nationalt,1,5849005,0.00,2
2021-01-09,Nationalt,1,5849005,0.00,3
2021-01-13,Nationalt,1,5849005,0.00,4
2021-01-15,Nationalt,5,5849005,0.00,9
2021-01-16,Nationalt,8,5849005,0.00,17
2021-01-17,Nationalt,680,5849005,0.01,697
2021-01-18,Nationalt,2084,5849005,0.05,2781
2021-01-19,Nationalt,2027,5849005,0.08,4808
2021-01-20,Nationalt,1828,5849005,0.11,6636
2021-01-21,Nationalt,2293,5849005,0.15,8929
2021-01-22,Nationalt,5601,5849005,0.25,14530
2021-01-23,Nationalt,6980,5849005,0.37,21510
2021-01-24,Nationalt,6370,5849005,0.48,27880
2021-01-25,Nationalt,2438,5849005,0.52,30318
2021-01-26,Nationalt,1703,5849005,0.55,32021
2021-01-27,Nationalt,4295,5849005,0.62,36316
2021-01-28,Nationalt,8065,5849005,0.76,44381
2021-01-29,Nationalt,18049,5849005,1.07,62430
2021-01-30,Nationalt,12673,5849005,1.28,75103
2021-01-31,Nationalt,12003,5849005,1.49,87106
2021-02-01,Nationalt,7793,5849005,1.62,94899
2021-02-02,Nationalt,2987,5849005,1.67,97886
2021-02-03,Nationalt,6134,5849005,1.78,104020
2021-02-04,Nationalt,10830,5849005,1.96,114850
2021-02-05,Nationalt,13287,5849005,2.19,128137
2021-02-06,Nationalt,6708,5849005,2.31,134845
2021-02-07,Nationalt,3609,5849005,2.37,138454
2021-02-08,Nationalt,6981,5849005,2.49,145435
2021-02-09,Nationalt,4841,5849005,2.57,150276
2021-02-10,Nationalt,3874,5849005,2.64,154150
2021-02-11,Nationalt,2450,5849005,2.68,156600
2021-02-12,Nationalt,7612,5849005,2.81,164212
2021-02-13,Nationalt,964,5849005,2.82,165176
2021-02-14,Nationalt,626,5849005,2.83,165802
2021-02-15,Nationalt,3125,5849005,2.89,168927
2021-02-16,Nationalt,1332,5849005,2.91,170259
2021-02-17,Nationalt,427,5849005,2.92,170686
2021-02-18,Nationalt,307,5849005,2.92,170993
