"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,283606,135519,639053
Frederiksberg,54947,29431,102991
Ballerup,27677,14758,49081
Brøndby,18518,10750,35475
Dragør,9143,5152,14579
Gentofte,44647,23816,74220
Gladsaxe,37126,19257,68940
Glostrup,12619,7004,23504
Herlev,15929,8730,28837
Albertslund,13962,7748,27121
Hvidovre,28406,15539,53247
Høje-Taastrup,26581,14715,52439
Lyngby-Taarbæk,33555,17105,57074
Rødovre,21642,11910,41201
Ishøj,10846,6136,23054
Tårnby,24048,12904,42678
Vallensbæk,8696,4908,16577
Furesø,24491,13051,41170
Allerød,15995,8171,25940
Fredensborg,24697,13793,41046
Helsingør,39091,22072,63150
Hillerød,30921,16393,52041
Hørsholm,16274,9378,24800
Rudersdal,35344,18575,57177
Egedal,26155,13044,44069
Frederikssund,28719,16478,45760
Greve,27473,14681,50679
Køge,33884,17999,61606
Frederiksværk-Hundested,19880,12107,31445
Roskilde,49038,26354,88937
Solrød,12753,6462,23469
Gribskov,26595,15964,41205
Odsherred,21304,13393,32953
Holbæk,41894,23183,72407
Faxe,20621,11298,36959
Kalundborg,27852,16503,48380
Ringsted,18008,9205,35047
Slagelse,44667,26474,79521
Stevns,13569,7666,23274
Sorø,17350,9772,29963
Lejre,16533,9210,28477
Lolland,24363,14505,40313
Næstved,46258,26321,83462
Guldborgsund,37187,22147,60432
Vordingborg,27055,16080,45282
Bornholm,26614,16212,39779
Middelfart,21947,12409,39426
Assens,22362,13088,40832
Faaborg-Midtfyn,29117,16528,51746
Kerteminde,13508,8133,23883
Nyborg,17777,9932,32029
Odense,96079,57014,204850
Svendborg,33715,19397,58873
Nordfyns,15778,9520,29560
Langeland,7832,4744,12353
Ærø,3838,2489,6014
Haderslev,27464,14829,55409
Billund,13902,7170,26563
Sønderborg,40615,22666,73704
Tønder,19236,10239,37013
Esbjerg,64094,35549,115533
Fanø,2248,1456,3448
Varde,28109,15300,49719
Vejen,21186,11553,42785
Aabenraa,30024,17246,58536
Fredericia,26812,14660,51490
Horsens,45714,24921,93042
Kolding,45026,24419,93073
Vejle,58687,32259,117913
Herning,46923,25837,89331
Holstebro,31072,17603,58624
Lemvig,12019,6942,19513
Struer,12437,7392,20819
Syddjurs,25491,14331,43469
Norddjurs,21762,12430,36971
Favrskov,26327,13465,48640
Odder,13570,7494,23055
Randers,50685,28325,98537
Silkeborg,50626,27323,96341
Samsø,2542,1626,3698
Skanderborg,34476,17389,63766
Århus,160922,87243,352435
Ikast-Brande,21900,11817,41779
Ringkøbing-Skjern,31337,18166,56266
Hedensted,25573,13851,46981
Morsø,12444,6689,20072
Skive,26173,15437,45247
Thisted,26164,12767,43124
Viborg,51665,29348,96648
Brønderslev-Dronninglund,19830,10631,36104
Frederikshavn,36449,18923,58979
Vesthimmerlands,20372,11010,36357
Læsø,1422,1271,1783
Rebild,15679,8290,30529
Mariagerfjord,23556,12744,41548
Jammerbugt,21419,11793,38208
Ålborg,103593,56338,219532
Hjørring,36422,19776,64041
