"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16927,13
AstraZeneca Covid-19 vaccine,Midtjylland,33818,48
AstraZeneca Covid-19 vaccine,Syddanmark,30669,293
AstraZeneca Covid-19 vaccine,Hovedstaden,45743,391
AstraZeneca Covid-19 vaccine,Sjælland,23939,366
Janssen COVID-19 vaccine,Nordjylland,3277,3277
Janssen COVID-19 vaccine,Midtjylland,8824,8824
Janssen COVID-19 vaccine,Syddanmark,6463,6463
Janssen COVID-19 vaccine,Hovedstaden,20768,20768
Janssen COVID-19 vaccine,Sjælland,2523,2523
Moderna Covid-19 Vaccine,Nordjylland,34016,14415
Moderna Covid-19 Vaccine,Midtjylland,47289,25699
Moderna Covid-19 Vaccine,Syddanmark,51079,56264
Moderna Covid-19 Vaccine,Hovedstaden,41262,35365
Moderna Covid-19 Vaccine,Sjælland,50179,49541
Pfizer BioNTech Covid-19 vacc,Nordjylland,263130,152527
Pfizer BioNTech Covid-19 vacc,Midtjylland,601283,346369
Pfizer BioNTech Covid-19 vacc,Syddanmark,551145,297580
Pfizer BioNTech Covid-19 vacc,Hovedstaden,878951,464096
Pfizer BioNTech Covid-19 vacc,Sjælland,403168,218823
