"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,283606,135519,44.4,21.2,639053
Frederiksberg,54947,29431,53.4,28.6,102991
Ballerup,27677,14758,56.4,30.1,49081
Brøndby,18518,10750,52.2,30.3,35475
Dragør,9143,5152,62.7,35.3,14579
Gentofte,44647,23816,60.2,32.1,74220
Gladsaxe,37126,19257,53.9,27.9,68940
Glostrup,12619,7004,53.7,29.8,23504
Herlev,15929,8730,55.2,30.3,28837
Albertslund,13962,7748,51.5,28.6,27121
Hvidovre,28406,15539,53.3,29.2,53247
Høje Tåstrup,26581,14715,50.7,28.1,52439
Lyngby-Taarbæk,33555,17105,58.8,30.0,57074
Rødovre,21642,11910,52.5,28.9,41201
Ishøj,10846,6136,47.0,26.6,23054
Tårnby,24048,12904,56.3,30.2,42678
Vallensbæk,8696,4908,52.5,29.6,16577
Furesø,24491,13051,59.5,31.7,41170
Allerød,15995,8171,61.7,31.5,25940
Fredensborg,24697,13793,60.2,33.6,41046
Helsingør,39091,22072,61.9,35.0,63150
Hillerød,30921,16393,59.4,31.5,52041
Hørsholm,16274,9378,65.6,37.8,24800
Rudersdal,35344,18575,61.8,32.5,57177
Egedal,26155,13044,59.4,29.6,44069
Frederikssund,28719,16478,62.8,36.0,45760
Greve,27473,14681,54.2,29.0,50679
Køge,33884,17999,55.0,29.2,61606
Halsnæs,19880,12107,63.2,38.5,31445
Roskilde,49038,26354,55.1,29.6,88937
Solrød,12753,6462,54.3,27.5,23469
Gribskov,26595,15964,64.5,38.7,41205
Odsherred,21304,13393,64.6,40.6,32953
Holbæk,41894,23183,57.9,32.0,72407
Faxe,20621,11298,55.8,30.6,36959
Kalundborg,27852,16503,57.6,34.1,48380
Ringsted,18008,9205,51.4,26.3,35047
Slagelse,44667,26474,56.2,33.3,79521
Stevns,13569,7666,58.3,32.9,23274
Sorø,17350,9772,57.9,32.6,29963
Lejre,16533,9210,58.1,32.3,28477
Lolland,24363,14505,60.4,36.0,40313
Næstved,46258,26321,55.4,31.5,83462
Guldborgsund,37187,22147,61.5,36.6,60432
Vordingborg,27055,16080,59.7,35.5,45282
Bornholm,26614,16212,66.9,40.8,39779
Middelfart,21947,12409,55.7,31.5,39426
Assens,22362,13088,54.8,32.1,40832
Faaborg-Midtfyn,29117,16528,56.3,31.9,51746
Kerteminde,13508,8133,56.6,34.1,23883
Nyborg,17777,9932,55.5,31.0,32029
Odense,96079,57014,46.9,27.8,204850
Svendborg,33715,19397,57.3,32.9,58873
Nordfyn,15778,9520,53.4,32.2,29560
Langeland,7832,4744,63.4,38.4,12353
Ærø,3838,2489,63.8,41.4,6014
Haderslev,27464,14829,49.6,26.8,55409
Billund,13902,7170,52.3,27.0,26563
Sønderborg,40615,22666,55.1,30.8,73704
Tønder,19236,10239,52.0,27.7,37013
Esbjerg,64094,35549,55.5,30.8,115533
Fanø,2248,1456,65.2,42.2,3448
Varde,28109,15300,56.5,30.8,49719
Vejen,21186,11553,49.5,27.0,42785
Aabenraa,30024,17246,51.3,29.5,58536
Fredericia,26812,14660,52.1,28.5,51490
Horsens,45714,24921,49.1,26.8,93042
Kolding,45026,24419,48.4,26.2,93073
Vejle,58687,32259,49.8,27.4,117913
Herning,46923,25837,52.5,28.9,89331
Holstebro,31072,17603,53.0,30.0,58624
Lemvig,12019,6942,61.6,35.6,19513
Struer,12437,7392,59.7,35.5,20819
Syddjurs,25491,14331,58.6,33.0,43469
Norddjurs,21762,12430,58.9,33.6,36971
Favrskov,26327,13465,54.1,27.7,48640
Odder,13570,7494,58.9,32.5,23055
Randers,50685,28325,51.4,28.7,98537
Silkeborg,50626,27323,52.5,28.4,96341
Samsø,2542,1626,68.7,44.0,3698
Skanderborg,34476,17389,54.1,27.3,63766
Århus,160922,87243,45.7,24.8,352435
Ikast-Brande,21900,11817,52.4,28.3,41779
Ringkøbing-Skjern,31337,18166,55.7,32.3,56266
Hedensted,25573,13851,54.4,29.5,46981
Morsø,12444,6689,62.0,33.3,20072
Skive,26173,15437,57.8,34.1,45247
Thisted,26164,12767,60.7,29.6,43124
Viborg,51665,29348,53.5,30.4,96648
Brønderslev,19830,10631,54.9,29.4,36104
Frederikshavn,36449,18923,61.8,32.1,58979
Vesthimmerland,20372,11010,56.0,30.3,36357
Læsø,1422,1271,79.8,71.3,1783
Rebild,15679,8290,51.4,27.2,30529
Mariagerfjord,23556,12744,56.7,30.7,41548
Jammerbugt,21419,11793,56.1,30.9,38208
Aalborg,103593,56338,47.2,25.7,219532
Hjørring,36422,19776,56.9,30.9,64041
