"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;503173;479054;644935
Frederiksberg;86246;82311;103641
Ballerup;38685;36691;49215
Brøndby;25555;24340;35645
Dragør;12168;11473;14610
Gentofte;61688;58247;74235
Gladsaxe;54945;51773;69303
Glostrup;18117;17247;23508
Herlev;22450;21211;28866
Albertslund;20391;19171;27570
Hvidovre;41126;38741;53270
Høje-Taastrup;39191;37111;52977
Lyngby-Taarbæk;48227;45447;57848
Rødovre;31760;30053;41402
Ishøj;16007;15129;23211
Tårnby;33918;32030;42715
Vallensbæk;12422;11702;16479
Furesø;33962;31789;41413
Allerød;21865;20578;25863
Fredensborg;33253;31533;41201
Helsingør;51436;49179;62959
Hillerød;43721;41379;53242
Hørsholm;21000;20080;24754
Rudersdal;48100;45476;57277
Egedal;36648;34712;44376
Frederikssund;38254;36574;45782
Greve;40426;38340;50811
Køge;50069;47753;61728
Frederiksværk-Hundested;25795;24752;31340
Roskilde;74456;70875;89484
Solrød;19351;18372;23782
Gribskov;33890;32496;41130
Odsherred;27457;26576;32848
Holbæk;60186;57496;72815
Faxe;30151;28903;37153
Kalundborg;39496;37892;48410
Ringsted;27933;26540;35126
Slagelse;64524;61383;79663
Stevns;19308;18490;23473
Sorø;24993;23739;30010
Lejre;23626;22474;28615
Lolland;32632;31487;40104
Næstved;68711;65600;83809
Guldborgsund;49421;47470;60286
Vordingborg;37203;35753;45352
Bornholm;33855;32357;39643
Middelfart;33666;32095;39612
Assens;34749;33208;40996
Faaborg-Midtfyn;43840;41747;51826
Kerteminde;20363;19496;24046
Nyborg;27298;26122;32106
Odense;170842;163421;206047
Svendborg;50142;48022;59191
Nordfyns;24746;23652;29740
Langeland;10501;10168;12305
Ærø;5268;5039;6030
Haderslev;45338;43428;55373
Billund;22005;20993;26639
Sønderborg;61136;58402;73693
Tønder;29696;28501;36858
Esbjerg;94994;90202;115435
Fanø;2942;2847;3428
Varde;40888;38950;49681
Vejen;34706;32967;42637
Aabenraa;46901;44959;58686
Fredericia;42691;40768;51599
Horsens;76288;72416;94466
Kolding;76390;72713;93578
Vejle;97117;92080;118989
Herning;74197;70856;89282
Holstebro;49036;46708;58574
Lemvig;16485;15900;19400
Struer;17748;17023;20783
Syddjurs;36685;34879;43590
Norddjurs;31105;29693;36947
Favrskov;41179;38682;48900
Odder;19824;18848;23292
Randers;82027;77921;98955
Silkeborg;80313;76336;97316
Samsø;3222;3079;3718
Skanderborg;53558;50403;64288
Århus;293948;280318;355434
Ikast-Brande;34122;32576;41924
Ringkøbing-Skjern;46655;44612;56218
Hedensted;39337;37517;47124
Morsø;16903;16218;20048
Skive;38638;36870;45068
Thisted;36008;34443;43101
Viborg;81544;77450;96889
Brønderslev-Dronninglund;30220;28485;36169
Frederikshavn;49871;47627;58880
Vesthimmerlands;29859;28524;36334
Læsø;1529;1461;1771
Rebild;25302;23905;30655
Mariagerfjord;34992;33374;41661
Jammerbugt;32025;30422;38174
Ålborg;184779;176162;221210
Hjørring;54066;51236;63881
