"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-12-31;København;K;258095;246174;126737;257956;245965;124944;139;209;1793
2021-12-31;København;M;245078;232880;119277;244925;232661;117358;153;219;1919
2021-12-31;Frederiksberg;K;45922;43977;26786;45905;43939;26543;17;38;243
2021-12-31;Frederiksberg;M;40324;38334;22715;40313;38293;22496;11;41;219
2021-12-31;Ballerup;K;20070;19085;12496;20058;19076;12327;12;9;169
2021-12-31;Ballerup;M;18615;17606;10747;18593;17590;10532;22;16;215
2021-12-31;Brøndby;K;13258;12645;7833;13248;12629;7738;10;16;95
2021-12-31;Brøndby;M;12297;11695;6814;12292;11687;6705;5;8;109
2021-12-31;Dragør;K;6280;5946;4203;6279;5939;4173;1;7;30
2021-12-31;Dragør;M;5888;5527;3733;5881;5515;3693;7;12;40
2021-12-31;Gentofte;K;32484;30792;20980;32465;30752;20853;19;40;127
2021-12-31;Gentofte;M;29204;27455;18020;29182;27424;17893;22;31;127
2021-12-31;Gladsaxe;K;27960;26421;16609;27936;26383;16367;24;38;242
2021-12-31;Gladsaxe;M;26985;25352;14756;26944;25331;14482;41;21;274
2021-12-31;Glostrup;K;9235;8805;5567;9224;8794;5500;11;11;67
2021-12-31;Glostrup;M;8882;8442;4847;8874;8430;4747;8;12;100
2021-12-31;Herlev;K;11681;11076;7181;11673;11071;7108;8;5;73
2021-12-31;Herlev;M;10769;10135;6103;10762;10125;6004;7;10;99
2021-12-31;Albertslund;K;10432;9837;5924;10421;9829;5851;11;8;73
2021-12-31;Albertslund;M;9959;9334;5277;9953;9319;5177;6;15;100
2021-12-31;Hvidovre;K;21075;19901;12173;21056;19883;12066;19;18;107
2021-12-31;Hvidovre;M;20051;18840;10791;20040;18821;10660;11;19;131
2021-12-31;Høje Tåstrup;K;19775;18777;11526;19758;18744;11289;17;33;237
2021-12-31;Høje Tåstrup;M;19416;18334;10531;19394;18315;10255;22;19;276
2021-12-31;Lyngby-Taarbæk;K;24693;23336;15585;24677;23326;15439;16;10;146
2021-12-31;Lyngby-Taarbæk;M;23534;22111;13772;23512;22091;13591;22;20;181
2021-12-31;Rødovre;K;16509;15657;9806;16497;15648;9721;12;9;85
2021-12-31;Rødovre;M;15251;14396;8352;15240;14377;8239;11;19;113
