"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;15481;797
Hovedstaden;0-9;M;16460;841
Hovedstaden;10-19;K;78928;67493
Hovedstaden;10-19;M;81342;69306
Hovedstaden;20-29;K;121376;117473
Hovedstaden;20-29;M;114842;110682
Hovedstaden;30-39;K;110105;106609
Hovedstaden;30-39;M;107700;104570
Hovedstaden;40-49;K;112492;110863
Hovedstaden;40-49;M;109286;107693
Hovedstaden;50-59;K;113183;112331
Hovedstaden;50-59;M;112364;111355
Hovedstaden;60-69;K;89025;88625
Hovedstaden;60-69;M;84431;83974
Hovedstaden;70-79;K;82286;82005
Hovedstaden;70-79;M;68471;68264
Hovedstaden;80-89;K;36203;36052
Hovedstaden;80-89;M;23761;23672
Hovedstaden;90+;K;7487;7421
Hovedstaden;90+;M;2625;2610
Midtjylland;0-9;K;14404;1607
Midtjylland;0-9;M;15329;1706
Midtjylland;10-19;K;68416;60880
Midtjylland;10-19;M;70419;62387
Midtjylland;20-29;K;79236;76968
Midtjylland;20-29;M;81010;78403
Midtjylland;30-39;K;67847;65978
Midtjylland;30-39;M;68753;66966
Midtjylland;40-49;K;77710;76983
Midtjylland;40-49;M;76782;75980
Midtjylland;50-59;K;84442;83997
Midtjylland;50-59;M;84897;84440
Midtjylland;60-69;K;74435;74181
Midtjylland;60-69;M;72926;72701
Midtjylland;70-79;K;63907;63802
Midtjylland;70-79;M;59158;59054
Midtjylland;80-89;K;27608;27523
Midtjylland;80-89;M;20858;20795
Midtjylland;90+;K;5436;5406
Midtjylland;90+;M;2338;2330
Nordjylland;0-9;K;5531;303
Nordjylland;0-9;M;5833;327
Nordjylland;10-19;K;28249;24678
Nordjylland;10-19;M;29631;25900
Nordjylland;20-29;K;31277;30250
Nordjylland;20-29;M;35103;33829
Nordjylland;30-39;K;27695;26920
Nordjylland;30-39;M;28680;27790
Nordjylland;40-49;K;32385;32073
Nordjylland;40-49;M;32544;32145
Nordjylland;50-59;K;38444;38234
Nordjylland;50-59;M;38876;38628
Nordjylland;60-69;K;35822;35687
Nordjylland;60-69;M;35330;35182
Nordjylland;70-79;K;31690;31620
Nordjylland;70-79;M;29805;29729
Nordjylland;80-89;K;14023;13983
Nordjylland;80-89;M;10692;10659
Nordjylland;90+;K;2730;2716
Nordjylland;90+;M;1214;1204
Sjælland;0-9;K;6818;545
Sjælland;0-9;M;7441;604
Sjælland;10-19;K;40020;35144
Sjælland;10-19;M;42456;37156
Sjælland;20-29;K;29988;28822
Sjælland;20-29;M;32828;31509
Sjælland;30-39;K;37062;35843
Sjælland;30-39;M;35863;34728
Sjælland;40-49;K;50515;49940
Sjælland;40-49;M;48332;47734
Sjælland;50-59;K;59925;59547
Sjælland;50-59;M;60126;59758
Sjælland;60-69;K;52836;52634
Sjælland;60-69;M;51388;51176
Sjælland;70-79;K;49437;49323
Sjælland;70-79;M;44962;44866
Sjælland;80-89;K;19923;19852
Sjælland;80-89;M;14984;14954
Sjælland;90+;K;3569;3544
Sjælland;90+;M;1470;1464
Syddanmark;0-9;K;11523;1654
Syddanmark;0-9;M;12497;1811
Syddanmark;10-19;K;60773;53995
Syddanmark;10-19;M;62651;55467
Syddanmark;20-29;K;56695;54636
Syddanmark;20-29;M;61011;58627
Syddanmark;30-39;K;57051;55174
Syddanmark;30-39;M;57127;55365
Syddanmark;40-49;K;71043;70273
Syddanmark;40-49;M;69412;68473
Syddanmark;50-59;K;81915;81428
Syddanmark;50-59;M;82731;82178
Syddanmark;60-69;K;73573;73313
Syddanmark;60-69;M;72700;72420
Syddanmark;70-79;K;65286;65125
Syddanmark;70-79;M;60166;60005
Syddanmark;80-89;K;29702;29616
Syddanmark;80-89;M;22115;22039
Syddanmark;90+;K;5844;5785
Syddanmark;90+;M;2404;2396
