"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;495554;471857;292789;83.7;79.7;49.5;591884
Midtjylland;1115911;1062087;654571;83.1;79.1;48.8;1342168
Syddanmark;1016219;969780;591008;82.7;78.9;48.1;1228495
Hovedstaden;1487848;1412636;842533;79.6;75.6;45.1;1868410
Sjælland;689943;659143;421217;81.8;78.1;49.9;843469
