"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5874426;0.00;1
2021-01-01;Nationalt;1;5874426;0.00;2
2021-01-04;Nationalt;1;5874426;0.00;3
2021-01-07;Nationalt;1;5874426;0.00;4
2021-01-08;Nationalt;1;5874426;0.00;5
2021-01-09;Nationalt;2;5874426;0.00;7
2021-01-12;Nationalt;2;5874426;0.00;9
2021-01-13;Nationalt;4;5874426;0.00;13
2021-01-14;Nationalt;1;5874426;0.00;14
2021-01-15;Nationalt;5;5874426;0.00;19
2021-01-16;Nationalt;10;5874426;0.00;29
2021-01-17;Nationalt;637;5874426;0.01;666
2021-01-18;Nationalt;1941;5874426;0.04;2607
2021-01-19;Nationalt;1898;5874426;0.08;4505
2021-01-20;Nationalt;1721;5874426;0.11;6226
2021-01-21;Nationalt;2162;5874426;0.14;8388
2021-01-22;Nationalt;5265;5874426;0.23;13653
2021-01-23;Nationalt;6448;5874426;0.34;20101
2021-01-24;Nationalt;5832;5874426;0.44;25933
2021-01-25;Nationalt;2285;5874426;0.48;28218
2021-01-26;Nationalt;1608;5874426;0.51;29826
2021-01-27;Nationalt;4080;5874426;0.58;33906
2021-01-28;Nationalt;7784;5874426;0.71;41690
2021-01-29;Nationalt;17144;5874426;1.00;58834
2021-01-30;Nationalt;11892;5874426;1.20;70726
2021-01-31;Nationalt;11212;5874426;1.39;81938
2021-02-01;Nationalt;7498;5874426;1.52;89436
2021-02-02;Nationalt;2859;5874426;1.57;92295
2021-02-03;Nationalt;5938;5874426;1.67;98233
2021-02-04;Nationalt;10421;5874426;1.85;108654
2021-02-05;Nationalt;12699;5874426;2.07;121353
2021-02-06;Nationalt;6411;5874426;2.17;127764
2021-02-07;Nationalt;3435;5874426;2.23;131199
2021-02-08;Nationalt;6722;5874426;2.35;137921
2021-02-09;Nationalt;4664;5874426;2.43;142585
2021-02-10;Nationalt;3752;5874426;2.49;146337
2021-02-11;Nationalt;2380;5874426;2.53;148717
2021-02-12;Nationalt;7516;5874426;2.66;156233
2021-02-13;Nationalt;919;5874426;2.68;157152
2021-02-14;Nationalt;603;5874426;2.69;157755
2021-02-15;Nationalt;3082;5874426;2.74;160837
2021-02-16;Nationalt;1302;5874426;2.76;162139
2021-02-17;Nationalt;413;5874426;2.77;162552
2021-02-18;Nationalt;320;5874426;2.77;162872
2021-02-19;Nationalt;943;5874426;2.79;163815
2021-02-20;Nationalt;558;5874426;2.80;164373
2021-02-21;Nationalt;348;5874426;2.80;164721
2021-02-22;Nationalt;1078;5874426;2.82;165799
2021-02-23;Nationalt;1878;5874426;2.85;167677
2021-02-24;Nationalt;1841;5874426;2.89;169518
2021-02-25;Nationalt;607;5874426;2.90;170125
2021-02-26;Nationalt;999;5874426;2.91;171124
2021-02-27;Nationalt;1357;5874426;2.94;172481
2021-02-28;Nationalt;1312;5874426;2.96;173793
2021-03-01;Nationalt;1030;5874426;2.98;174823
2021-03-02;Nationalt;1251;5874426;3.00;176074
2021-03-03;Nationalt;992;5874426;3.01;177066
2021-03-04;Nationalt;1771;5874426;3.04;178837
2021-03-05;Nationalt;5546;5874426;3.14;184383
2021-03-06;Nationalt;3823;5874426;3.20;188206
2021-03-07;Nationalt;4158;5874426;3.27;192364
2021-03-08;Nationalt;6242;5874426;3.38;198606
2021-03-09;Nationalt;6927;5874426;3.50;205533
2021-03-10;Nationalt;6962;5874426;3.62;212495
2021-03-11;Nationalt;7706;5874426;3.75;220201
2021-03-12;Nationalt;10215;5874426;3.92;230416
2021-03-13;Nationalt;5686;5874426;4.02;236102
2021-03-14;Nationalt;9127;5874426;4.17;245229
2021-03-15;Nationalt;9594;5874426;4.34;254823
2021-03-16;Nationalt;9184;5874426;4.49;264007
2021-03-17;Nationalt;8873;5874426;4.65;272880
2021-03-18;Nationalt;7078;5874426;4.77;279958
2021-03-19;Nationalt;11462;5874426;4.96;291420
2021-03-20;Nationalt;4687;5874426;5.04;296107
2021-03-21;Nationalt;4569;5874426;5.12;300676
2021-03-22;Nationalt;7581;5874426;5.25;308257
2021-03-23;Nationalt;7420;5874426;5.37;315677
2021-03-24;Nationalt;13151;5874426;5.60;328828
2021-03-25;Nationalt;8230;5874426;5.74;337058
2021-03-26;Nationalt;7672;5874426;5.87;344730
2021-03-27;Nationalt;3045;5874426;5.92;347775
2021-03-28;Nationalt;2757;5874426;5.97;350532
2021-03-29;Nationalt;6058;5874426;6.07;356590
2021-03-30;Nationalt;5946;5874426;6.17;362536
2021-03-31;Nationalt;9531;5874426;6.33;372067
2021-04-01;Nationalt;6788;5874426;6.45;378855
2021-04-02;Nationalt;6858;5874426;6.57;385713
2021-04-03;Nationalt;2171;5874426;6.60;387884
2021-04-04;Nationalt;1760;5874426;6.63;389644
2021-04-05;Nationalt;1313;5874426;6.66;390957
2021-04-06;Nationalt;5990;5874426;6.76;396947
2021-04-07;Nationalt;8087;5874426;6.89;405034
2021-04-08;Nationalt;8401;5874426;7.04;413435
2021-04-09;Nationalt;8561;5874426;7.18;421996
2021-04-10;Nationalt;5393;5874426;7.28;427389
2021-04-11;Nationalt;3883;5874426;7.34;431272
2021-04-12;Nationalt;11417;5874426;7.54;442689
2021-04-13;Nationalt;6157;5874426;7.64;448846
2021-04-14;Nationalt;11036;5874426;7.83;459882
2021-04-15;Nationalt;9018;5874426;7.98;468900
2021-04-16;Nationalt;8081;5874426;8.12;476981
2021-04-17;Nationalt;2714;5874426;8.17;479695
2021-04-18;Nationalt;5101;5874426;8.25;484796
2021-04-19;Nationalt;14254;5874426;8.50;499050
2021-04-20;Nationalt;16782;5874426;8.78;515832
2021-04-21;Nationalt;12625;5874426;9.00;528457
2021-04-22;Nationalt;5350;5874426;9.09;533807
2021-04-23;Nationalt;11156;5874426;9.28;544963
2021-04-24;Nationalt;7555;5874426;9.41;552518
2021-04-25;Nationalt;5264;5874426;9.50;557782
2021-04-26;Nationalt;7840;5874426;9.63;565622
2021-04-27;Nationalt;20790;5874426;9.98;586412
2021-04-28;Nationalt;20441;5874426;10.3;606853
2021-04-29;Nationalt;17844;5874426;10.6;624697
2021-04-30;Nationalt;3960;5874426;10.7;628657
2021-05-01;Nationalt;6109;5874426;10.8;634766
2021-05-02;Nationalt;13746;5874426;11.0;648512
2021-05-03;Nationalt;45519;5874426;11.8;694031
2021-05-04;Nationalt;24696;5874426;12.2;718727
2021-05-05;Nationalt;29156;5874426;12.7;747883
