"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,24173,16315,3.8,2.6,638575
Frederiksberg,5295,3338,5.1,3.2,103505
Ballerup,2284,1295,4.6,2.6,49180
Brøndby,1838,994,5.2,2.8,35305
Dragør,833,425,5.7,2.9,14556
Gentofte,4084,2708,5.5,3.6,74450
Gladsaxe,3628,2376,5.2,3.4,69263
Glostrup,1704,1054,7.3,4.5,23433
Herlev,1708,1039,5.9,3.6,28813
Albertslund,1577,965,5.8,3.5,27291
Hvidovre,3142,2067,5.9,3.9,53394
Høje Tåstrup,2961,1739,5.7,3.3,52027
Lyngby-Taarbæk,3239,1856,5.7,3.3,56724
Rødovre,2019,1124,4.9,2.7,41142
Ishøj,1155,647,5.0,2.8,23071
Tårnby,2121,1295,5.0,3.0,42707
Vallensbæk,935,535,5.7,3.2,16523
Furesø,2377,1411,5.8,3.4,40966
Allerød,1356,802,5.2,3.1,25859
Fredensborg,2371,1447,5.8,3.5,40993
Helsingør,3739,2199,5.9,3.5,63038
Hillerød,3387,2199,6.6,4.3,51708
Hørsholm,1587,959,6.4,3.9,24866
Rudersdal,3243,1949,5.7,3.4,56966
Egedal,1876,1154,4.3,2.6,43719
Frederikssund,2604,1425,5.7,3.1,45484
Greve,2652,1226,5.2,2.4,50556
Køge,3728,1718,6.1,2.8,61486
Halsnæs,1742,1031,5.6,3.3,31386
Roskilde,5858,2579,6.6,2.9,88783
Solrød,1271,639,5.4,2.7,23447
Gribskov,2534,1492,6.2,3.6,40922
Odsherred,2196,781,6.7,2.4,32900
Holbæk,4788,1950,6.7,2.7,71946
Faxe,2095,849,5.7,2.3,36706
Kalundborg,2877,958,5.9,2.0,48427
Ringsted,1975,807,5.7,2.3,34852
Slagelse,4967,2102,6.3,2.7,79207
Stevns,1350,543,5.8,2.3,23107
Sorø,1859,765,6.2,2.5,30011
Lejre,1740,722,6.2,2.6,28239
Lolland,2784,876,6.9,2.2,40443
Næstved,5407,2341,6.5,2.8,83226
Guldborgsund,4450,1624,7.4,2.7,60276
Vordingborg,2761,1030,6.1,2.3,45250
Bornholm,2163,1462,5.4,3.7,39729
Middelfart,2405,1433,6.1,3.7,39197
Assens,2188,978,5.4,2.4,40858
Faaborg-Midtfyn,2977,1317,5.8,2.6,51610
Kerteminde,1345,618,5.6,2.6,23867
Nyborg,1819,757,5.7,2.4,31944
Odense,11156,6122,5.4,3.0,205087
Svendborg,4814,2659,8.2,4.5,58708
Nordfyn,1437,689,4.9,2.3,29547
Langeland,921,435,7.5,3.5,12345
Ærø,503,193,8.4,3.2,5964
Haderslev,2759,1796,5.0,3.2,55315
Billund,1290,734,4.9,2.8,26543
Sønderborg,3926,2443,5.3,3.3,73821
Tønder,1981,1244,5.3,3.4,37041
Esbjerg,7270,3733,6.3,3.2,115553
Fanø,196,121,5.7,3.5,3443
Varde,2940,1436,5.9,2.9,49640
Vejen,2562,1282,6.0,3.0,42741
Aabenraa,2839,1708,4.9,2.9,58535
Fredericia,2735,1768,5.3,3.4,51338
Horsens,4836,2573,5.2,2.8,92457
Kolding,4691,2820,5.0,3.0,93125
Vejle,5954,3496,5.1,3.0,117287
Herning,4928,3025,5.5,3.4,89246
Holstebro,3020,1829,5.1,3.1,58702
Lemvig,1098,690,5.6,3.5,19586
Struer,1081,646,5.2,3.1,20799
Syddjurs,2397,1244,5.6,2.9,43178
Norddjurs,2365,1366,6.4,3.7,36937
Favrskov,2486,1397,5.1,2.9,48411
Odder,1512,827,6.6,3.6,22983
Randers,5598,3362,5.7,3.4,98269
Silkeborg,5146,2993,5.4,3.1,95770
Samsø,474,422,12.9,11.4,3688
Skanderborg,2820,1527,4.4,2.4,63457
Århus,18195,8857,5.2,2.5,352608
Ikast-Brande,1976,1105,4.8,2.7,41540
Ringkøbing-Skjern,3108,1786,5.5,3.2,56137
Hedensted,2586,1257,5.5,2.7,46756
Morsø,1714,1028,8.5,5.1,20056
Skive,2821,1577,6.2,3.5,45421
Thisted,2591,1367,6.0,3.2,43131
Viborg,5794,3446,6.0,3.6,96611
Brønderslev,2205,1231,6.1,3.4,36123
Frederikshavn,3747,1977,6.4,3.4,58992
Vesthimmerland,2336,1185,6.4,3.3,36357
Læsø,199,101,11.2,5.7,1776
Rebild,1716,931,5.6,3.0,30532
Mariagerfjord,2462,1143,5.9,2.8,41547
Jammerbugt,2060,1119,5.4,2.9,38114
Aalborg,12351,6792,5.6,3.1,219674
Hjørring,4142,2158,6.5,3.4,64113
