"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,24173,16315,638575
Frederiksberg,5295,3338,103505
Ballerup,2284,1295,49180
Brøndby,1838,994,35305
Dragør,833,425,14556
Gentofte,4084,2708,74450
Gladsaxe,3628,2376,69263
Glostrup,1704,1054,23433
Herlev,1708,1039,28813
Albertslund,1577,965,27291
Hvidovre,3142,2067,53394
Høje-Taastrup,2961,1739,52027
Lyngby-Taarbæk,3239,1856,56724
Rødovre,2019,1124,41142
Ishøj,1155,647,23071
Tårnby,2121,1295,42707
Vallensbæk,935,535,16523
Furesø,2377,1411,40966
Allerød,1356,802,25859
Fredensborg,2371,1447,40993
Helsingør,3739,2199,63038
Hillerød,3387,2199,51708
Hørsholm,1587,959,24866
Rudersdal,3243,1949,56966
Egedal,1876,1154,43719
Frederikssund,2604,1425,45484
Greve,2652,1226,50556
Køge,3728,1718,61486
Frederiksværk-Hundested,1742,1031,31386
Roskilde,5858,2579,88783
Solrød,1271,639,23447
Gribskov,2534,1492,40922
Odsherred,2196,781,32900
Holbæk,4788,1950,71946
Faxe,2095,849,36706
Kalundborg,2877,958,48427
Ringsted,1975,807,34852
Slagelse,4967,2102,79207
Stevns,1350,543,23107
Sorø,1859,765,30011
Lejre,1740,722,28239
Lolland,2784,876,40443
Næstved,5407,2341,83226
Guldborgsund,4450,1624,60276
Vordingborg,2761,1030,45250
Bornholm,2163,1462,39729
Middelfart,2405,1433,39197
Assens,2188,978,40858
Faaborg-Midtfyn,2977,1317,51610
Kerteminde,1345,618,23867
Nyborg,1819,757,31944
Odense,11156,6122,205087
Svendborg,4814,2659,58708
Nordfyns,1437,689,29547
Langeland,921,435,12345
Ærø,503,193,5964
Haderslev,2759,1796,55315
Billund,1290,734,26543
Sønderborg,3926,2443,73821
Tønder,1981,1244,37041
Esbjerg,7270,3733,115553
Fanø,196,121,3443
Varde,2940,1436,49640
Vejen,2562,1282,42741
Aabenraa,2839,1708,58535
Fredericia,2735,1768,51338
Horsens,4836,2573,92457
Kolding,4691,2820,93125
Vejle,5954,3496,117287
Herning,4928,3025,89246
Holstebro,3020,1829,58702
Lemvig,1098,690,19586
Struer,1081,646,20799
Syddjurs,2397,1244,43178
Norddjurs,2365,1366,36937
Favrskov,2486,1397,48411
Odder,1512,827,22983
Randers,5598,3362,98269
Silkeborg,5146,2993,95770
Samsø,474,422,3688
Skanderborg,2820,1527,63457
Århus,18195,8857,352608
Ikast-Brande,1976,1105,41540
Ringkøbing-Skjern,3108,1786,56137
Hedensted,2586,1257,46756
Morsø,1714,1028,20056
Skive,2821,1577,45421
Thisted,2591,1367,43131
Viborg,5794,3446,96611
Brønderslev-Dronninglund,2205,1231,36123
Frederikshavn,3747,1977,58992
Vesthimmerlands,2336,1185,36357
Læsø,199,101,1776
Rebild,1716,931,30532
Mariagerfjord,2462,1143,41547
Jammerbugt,2060,1119,38114
Ålborg,12351,6792,219674
Hjørring,4142,2158,64113
