"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,1,0
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,218,125
Hovedstaden,10-19,M,88,52
Hovedstaden,20-29,K,5312,3429
Hovedstaden,20-29,M,1741,1110
Hovedstaden,30-39,K,6737,4848
Hovedstaden,30-39,M,2833,2082
Hovedstaden,40-49,K,9239,6719
Hovedstaden,40-49,M,2935,2120
Hovedstaden,50-59,K,10566,7648
Hovedstaden,50-59,M,3775,2647
Hovedstaden,60-69,K,7703,5784
Hovedstaden,60-69,M,4364,3245
Hovedstaden,70-79,K,5226,3614
Hovedstaden,70-79,M,4940,3511
Hovedstaden,80-89,K,10884,4379
Hovedstaden,80-89,M,6699,2389
Hovedstaden,90+,K,6240,2821
Hovedstaden,90+,M,2174,779
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,311,165
Midtjylland,10-19,M,63,30
Midtjylland,20-29,K,4251,1960
Midtjylland,20-29,M,967,417
Midtjylland,30-39,K,5054,3045
Midtjylland,30-39,M,1339,794
Midtjylland,40-49,K,6823,4312
Midtjylland,40-49,M,1488,855
Midtjylland,50-59,K,8321,5247
Midtjylland,50-59,M,1569,952
Midtjylland,60-69,K,5538,3821
Midtjylland,60-69,M,2176,1635
Midtjylland,70-79,K,3054,2650
Midtjylland,70-79,M,2668,2253
Midtjylland,80-89,K,12257,5016
Midtjylland,80-89,M,8060,2511
Midtjylland,90+,K,5815,3256
Midtjylland,90+,M,2487,1010
Nordjylland,0-9,K,0,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,98,64
Nordjylland,10-19,M,25,11
Nordjylland,20-29,K,1592,952
Nordjylland,20-29,M,446,260
Nordjylland,30-39,K,1960,1352
Nordjylland,30-39,M,502,294
Nordjylland,40-49,K,2700,1933
Nordjylland,40-49,M,608,337
Nordjylland,50-59,K,3621,2696
Nordjylland,50-59,M,663,368
Nordjylland,60-69,K,2224,1716
Nordjylland,60-69,M,888,607
Nordjylland,70-79,K,1923,1226
Nordjylland,70-79,M,1719,994
Nordjylland,80-89,K,7064,2586
Nordjylland,80-89,M,4883,1336
Nordjylland,90+,K,3169,1760
Nordjylland,90+,M,1438,540
Sjælland,0-9,K,0,0
Sjælland,0-9,M,0,0
Sjælland,10-19,K,170,47
Sjælland,10-19,M,58,14
Sjælland,20-29,K,1904,881
Sjælland,20-29,M,550,230
Sjælland,30-39,K,3268,1644
Sjælland,30-39,M,831,457
Sjælland,40-49,K,5557,2971
Sjælland,40-49,M,1200,611
Sjælland,50-59,K,6706,3426
Sjælland,50-59,M,1527,780
Sjælland,60-69,K,4332,2217
Sjælland,60-69,M,1971,922
Sjælland,70-79,K,2588,1049
Sjælland,70-79,M,2399,992
Sjælland,80-89,K,8665,2129
Sjælland,80-89,M,5886,1109
Sjælland,90+,K,3649,1609
Sjælland,90+,M,1497,422
Syddanmark,0-9,K,0,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,268,113
Syddanmark,10-19,M,53,30
Syddanmark,20-29,K,3216,1491
Syddanmark,20-29,M,732,431
Syddanmark,30-39,K,4575,2700
Syddanmark,30-39,M,1213,790
Syddanmark,40-49,K,6535,3994
Syddanmark,40-49,M,1461,946
Syddanmark,50-59,K,8094,4867
Syddanmark,50-59,M,1594,1041
Syddanmark,60-69,K,5268,3391
Syddanmark,60-69,M,2242,1638
Syddanmark,70-79,K,3646,2751
Syddanmark,70-79,M,3417,2599
Syddanmark,80-89,K,11103,4730
Syddanmark,80-89,M,7448,2467
Syddanmark,90+,K,5568,2925
Syddanmark,90+,M,2275,878
