"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;499681;488841;591748
Midtjylland;1123923;1101409;1342427
Syddanmark;1024775;1004307;1228454
Hovedstaden;1501105;1463289;1868675
Sjælland;695329;681074;843509
