"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-01-28;København;K;260535;254162;178299;260508;254069;177582;27;93;717
2022-01-28;København;M;247326;240716;168332;247304;240596;167736;22;120;596
2022-01-28;Frederiksberg;K;46203;45283;34105;46190;45267;34015;13;16;90
2022-01-28;Frederiksberg;M;40607;39655;29377;40598;39635;29301;9;20;76
2022-01-28;Ballerup;K;20232;19735;14943;20227;19730;14915;5;5;28
2022-01-28;Ballerup;M;18781;18278;13356;18780;18272;13315;1;6;41
2022-01-28;Brøndby;K;13426;13011;9389;13427;13008;9365;-1;3;24
2022-01-28;Brøndby;M;12446;12040;8453;12442;12036;8438;4;4;15
2022-01-28;Dragør;K;6349;6175;4760;6348;6172;4754;1;3;6
2022-01-28;Dragør;M;5934;5773;4290;5932;5769;4281;2;4;9
2022-01-28;Gentofte;K;32759;32030;24279;32759;32017;24230;0;13;49
2022-01-28;Gentofte;M;29479;28713;21248;29473;28694;21212;6;19;36
2022-01-28;Gladsaxe;K;28237;27496;20161;28231;27475;20111;6;21;50
2022-01-28;Gladsaxe;M;27286;26469;18773;27282;26448;18731;4;21;42
2022-01-28;Glostrup;K;9309;9065;6673;9309;9063;6657;0;2;16
2022-01-28;Glostrup;M;8941;8687;6119;8944;8687;6107;-3;0;12
2022-01-28;Herlev;K;11787;11465;8551;11788;11461;8531;-1;4;20
2022-01-28;Herlev;M;10878;10512;7518;10877;10511;7492;1;1;26
2022-01-28;Albertslund;K;10549;10217;7118;10550;10214;7107;-1;3;11
2022-01-28;Albertslund;M;10100;9737;6634;10099;9729;6613;1;8;21
2022-01-28;Hvidovre;K;21277;20608;14933;21271;20599;14899;6;9;34
2022-01-28;Hvidovre;M;20242;19598;13833;20241;19594;13795;1;4;38
2022-01-28;Høje Tåstrup;K;20014;19442;13942;20011;19434;13912;3;8;30
2022-01-28;Høje Tåstrup;M;19682;19052;13322;19683;19046;13294;-1;6;28
2022-01-28;Lyngby-Taarbæk;K;24889;24316;18489;24891;24307;18455;-2;9;34
2022-01-28;Lyngby-Taarbæk;M;23774;23104;16923;23775;23093;16888;-1;11;35
2022-01-28;Rødovre;K;16725;16257;11917;16722;16238;11896;3;19;21
2022-01-28;Rødovre;M;15437;14927;10509;15436;14914;10490;1;13;19
2022-01-28;Ishøj;K;8217;7960;5340;8215;7959;5328;2;1;12
2022-01-28;Ishøj;M;7940;7668;5107;7936;7663;5097;4;5;10
2022-01-28;Tårnby;K;17551;17120;12774;17550;17110;12757;1;10;17
2022-01-28;Tårnby;M;16687;16194;11667;16684;16178;11644;3;16;23
2022-01-28;Vallensbæk;K;6383;6203;4447;6383;6201;4436;0;2;11
2022-01-28;Vallensbæk;M;6182;5994;4232;6179;5992;4223;3;2;9
2022-01-28;Furesø;K;17681;17240;13146;17682;17232;13118;-1;8;28
2022-01-28;Furesø;M;16572;16146;11923;16574;16140;11892;-2;6;31
2022-01-28;Allerød;K;11286;11056;8484;11285;11049;8469;1;7;15
2022-01-28;Allerød;M;10713;10473;7926;10712;10468;7908;1;5;18
2022-01-28;Fredensborg;K;17482;17114;13024;17479;17106;13009;3;8;15
2022-01-28;Fredensborg;M;16073;15660;11772;16065;15648;11758;8;12;14
2022-01-28;Helsingør;K;26987;26457;20587;26989;26450;20542;-2;7;45
2022-01-28;Helsingør;M;24738;24159;18251;24738;24147;18205;0;12;46
2022-01-28;Hillerød;K;22689;22242;16858;22692;22238;16828;-3;4;30
2022-01-28;Hillerød;M;21390;20870;15463;21391;20869;15426;-1;1;37
2022-01-28;Hørsholm;K;11318;11108;8755;11318;11102;8735;0;6;20
2022-01-28;Hørsholm;M;9811;9588;7389;9811;9587;7374;0;1;15
2022-01-28;Rudersdal;K;24974;24432;18874;24971;24425;18839;3;7;35
2022-01-28;Rudersdal;M;23524;22964;17337;23530;22963;17309;-6;1;28
2022-01-28;Egedal;K;18778;18382;13728;18777;18371;13668;1;11;60
2022-01-28;Egedal;M;18173;17733;13017;18169;17721;12958;4;12;59
2022-01-28;Frederikssund;K;19723;19359;15084;19718;19350;14965;5;9;119
2022-01-28;Frederikssund;M;18810;18358;13836;18808;18348;13696;2;10;140
2022-01-28;Greve;K;20847;20369;15243;20847;20352;15216;0;17;27
2022-01-28;Greve;M;19908;19410;14265;19908;19399;14233;0;11;32
2022-01-28;Køge;K;25687;25097;19121;25687;25083;19089;0;14;32
2022-01-28;Køge;M;24753;24096;17775;24752;24086;17738;1;10;37
2022-01-28;Halsnæs;K;13232;12941;10182;13233;12936;10153;-1;5;29
2022-01-28;Halsnæs;M;12768;12478;9596;12766;12472;9557;2;6;39
