"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2472;1443
Hovedstaden;03-05;M;2689;1567
Hovedstaden;06-11;K;25896;18208
Hovedstaden;06-11;M;27153;18966
Hovedstaden;12-15;K;30747;29280
Hovedstaden;12-15;M;32592;31067
Hovedstaden;16-19;K;34560;33908
Hovedstaden;16-19;M;35319;34464
Hovedstaden;20-39;K;232844;227860
Hovedstaden;20-39;M;223640;218307
Hovedstaden;40-64;K;271880;269841
Hovedstaden;40-64;M;267233;265171
Hovedstaden;65-79;K;126744;126408
Hovedstaden;65-79;M;109472;109185
Hovedstaden;80+;K;48049;47879
Hovedstaden;80+;M;29812;29735
Midtjylland;00-02;K;2;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2125;1338
Midtjylland;03-05;M;2318;1468
Midtjylland;06-11;K;23193;18150
Midtjylland;06-11;M;24556;19191
Midtjylland;12-15;K;26299;25466
Midtjylland;12-15;M;27403;26515
Midtjylland;16-19;K;29623;29307
Midtjylland;16-19;M;30403;29972
Midtjylland;20-39;K;148629;145991
Midtjylland;20-39;M;151358;148311
Midtjylland;40-64;K;199188;198277
Midtjylland;40-64;M;197904;196941
Midtjylland;65-79;K;101928;101782
Midtjylland;65-79;M;96462;96308
Midtjylland;80+;K;36451;36359
Midtjylland;80+;M;26080;26032
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;851;512
Nordjylland;03-05;M;919;551
Nordjylland;06-11;K;9393;7027
Nordjylland;06-11;M;9753;7233
Nordjylland;12-15;K;10943;10541
Nordjylland;12-15;M;11638;11219
Nordjylland;16-19;K;12330;12196
Nordjylland;16-19;M;12954;12730
Nordjylland;20-39;K;59540;58295
Nordjylland;20-39;M;64582;62996
Nordjylland;40-64;K;88519;88059
Nordjylland;40-64;M;88749;88242
Nordjylland;65-79;K;49818;49721
Nordjylland;65-79;M;47759;47662
Nordjylland;80+;K;18494;18450
Nordjylland;80+;M;13439;13407
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1062;659
Sjælland;03-05;M;1188;723
Sjælland;06-11;K;11870;8882
Sjælland;06-11;M;12659;9518
Sjælland;12-15;K;15759;15215
Sjælland;12-15;M;16730;16149
Sjælland;16-19;K;17886;17646
Sjælland;16-19;M;19039;18694
Sjælland;20-39;K;67540;65877
Sjælland;20-39;M;69592;67775
Sjælland;40-64;K;136345;135511
Sjælland;40-64;M;133813;132996
Sjælland;65-79;K;76191;76030
Sjælland;65-79;M;70819;70685
Sjælland;80+;K;26127;26041
Sjælland;80+;M;18709;18673
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1693;1082
Syddanmark;03-05;M;1851;1202
Syddanmark;06-11;K;19609;15313
Syddanmark;06-11;M;20806;16379
Syddanmark;12-15;K;23426;22619
Syddanmark;12-15;M;24685;23807
Syddanmark;16-19;K;26859;26513
Syddanmark;16-19;M;27378;26898
Syddanmark;20-39;K;115087;112664
Syddanmark;20-39;M;119935;117013
Syddanmark;40-64;K;189079;188084
Syddanmark;40-64;M;187908;186801
Syddanmark;65-79;K;102543;102353
Syddanmark;65-79;M;96957;96778
Syddanmark;80+;K;39223;39123
Syddanmark;80+;M;27734;27677
