"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2755;1638
Hovedstaden;03-05;M;2985;1767
Hovedstaden;06-11;K;26276;18516
Hovedstaden;06-11;M;27544;19316
Hovedstaden;12-15;K;34274;32934
Hovedstaden;12-15;M;36242;34804
Hovedstaden;16-19;K;35952;35279
Hovedstaden;16-19;M;36188;35311
Hovedstaden;20-39;K;233366;228407
Hovedstaden;20-39;M;224105;218806
Hovedstaden;40-64;K;272559;270534
Hovedstaden;40-64;M;267902;265867
Hovedstaden;65-79;K;124670;124345
Hovedstaden;65-79;M;106799;106522
Hovedstaden;80+;K;43340;43174
Hovedstaden;80+;M;26145;26069
Midtjylland;00-02;K;3;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2355;1504
Midtjylland;03-05;M;2595;1666
Midtjylland;06-11;K;23628;18571
Midtjylland;06-11;M;24956;19590
Midtjylland;12-15;K;29404;28631
Midtjylland;12-15;M;30581;29743
Midtjylland;16-19;K;30405;30085
Midtjylland;16-19;M;30779;30343
Midtjylland;20-39;K;148219;145581
Midtjylland;20-39;M;150762;147733
Midtjylland;40-64;K;200537;199641
Midtjylland;40-64;M;199538;198588
Midtjylland;65-79;K;100102;99962
Midtjylland;65-79;M;94308;94156
Midtjylland;80+;K;32785;32695
Midtjylland;80+;M;22965;22919
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;940;571
Nordjylland;03-05;M;1005;611
Nordjylland;06-11;K;9556;7190
Nordjylland;06-11;M;9940;7416
Nordjylland;12-15;K;12244;11860
Nordjylland;12-15;M;13044;12645
Nordjylland;16-19;K;12651;12517
Nordjylland;16-19;M;13131;12893
Nordjylland;20-39;K;59452;58213
Nordjylland;20-39;M;64245;62675
Nordjylland;40-64;K;89374;88915
Nordjylland;40-64;M;89734;89232
Nordjylland;65-79;K;49040;48947
Nordjylland;65-79;M;46888;46794
Nordjylland;80+;K;16631;16588
Nordjylland;80+;M;11806;11774
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1186;743
Sjælland;03-05;M;1323;824
Sjælland;06-11;K;12059;9048
Sjælland;06-11;M;12885;9724
Sjælland;12-15;K;17780;17288
Sjælland;12-15;M;18707;18171
Sjælland;16-19;K;17903;17660
Sjælland;16-19;M;19158;18797
Sjælland;20-39;K;67650;65983
Sjælland;20-39;M;69237;67431
Sjælland;40-64;K;137866;137041
Sjælland;40-64;M;135385;134579
Sjælland;65-79;K;75024;74870
Sjælland;65-79;M;69565;69433
Sjælland;80+;K;23312;23228
Sjælland;80+;M;16289;16254
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1908;1244
Syddanmark;03-05;M;2064;1363
Syddanmark;06-11;K;19987;15680
Syddanmark;06-11;M;21270;16829
Syddanmark;12-15;K;26172;25410
Syddanmark;12-15;M;27340;26506
Syddanmark;16-19;K;27393;27051
Syddanmark;16-19;M;27822;27322
Syddanmark;20-39;K;114702;112285
Syddanmark;20-39;M;119183;116286
Syddanmark;40-64;K;191072;190075
Syddanmark;40-64;M;190097;189005
Syddanmark;65-79;K;101009;100829
Syddanmark;65-79;M;95162;94984
Syddanmark;80+;K;35276;35177
Syddanmark;80+;M;24316;24260
