"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;462363;455780;24437;78.1;77.0;4.1;591850
Midtjylland;1033825;1019087;50306;77.1;76.0;3.8;1340842
Syddanmark;944192;931320;49596;76.9;75.9;4.0;1227360
Hovedstaden;1387988;1362625;72678;74.4;73.0;3.9;1866496
Sjælland;644788;636511;34782;76.5;75.5;4.1;842800
