"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;462363;455780;591850
Midtjylland;1033825;1019087;1340842
Syddanmark;944192;931320;1227360
Hovedstaden;1387988;1362625;1866496
Sjælland;644788;636511;842800
