Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.576.674; 132.532;   7.508;   1.336
Sjælland; 660.726;  37.960;   2.586;     405
Syddanmark; 986.151;  39.714;   1.823;     220
Midtjylland;1.076.202;  49.012;   2.230;     357
Nordjylland; 501.260;  20.107;     966;     186
