"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;456251;434271;591260
Midtjylland;1018050;960002;1338038
Syddanmark;929427;875507;1225604
Hovedstaden;1360508;1281001;1860392
Sjælland;635668;607263;842261
