"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6369,5845225,0.11,6369
2020-12-28,Nationalt,2018,5845225,0.14,8387
2020-12-29,Nationalt,8807,5845225,0.29,17194
2020-12-30,Nationalt,11266,5845225,0.49,28460
2020-12-31,Nationalt,6054,5845225,0.59,34514
2021-01-01,Nationalt,2292,5845225,0.63,36806
2021-01-02,Nationalt,8708,5845225,0.78,45514
2021-01-03,Nationalt,5851,5845225,0.88,51365
2021-01-04,Nationalt,2393,5845225,0.92,53758
2021-01-05,Nationalt,13303,5845225,1.15,67061
2021-01-06,Nationalt,19417,5845225,1.48,86478
2021-01-07,Nationalt,17221,5845225,1.77,103699
2021-01-08,Nationalt,8324,5845225,1.92,112023
2021-01-09,Nationalt,1893,5845225,1.95,113916
2021-01-10,Nationalt,813,5845225,1.96,114729
2021-01-11,Nationalt,657,5845225,1.97,115386
2021-01-12,Nationalt,463,5845225,1.98,115849
2021-01-13,Nationalt,12631,5845225,2.20,128480
2021-01-14,Nationalt,17760,5845225,2.50,146240
2021-01-15,Nationalt,15077,5845225,2.76,161317
2021-01-16,Nationalt,4568,5845225,2.84,165885
2021-01-17,Nationalt,2486,5845225,2.88,168371
2021-01-18,Nationalt,3828,5845225,2.95,172199
2021-01-19,Nationalt,2463,5845225,2.99,174662
2021-01-20,Nationalt,1489,5845225,3.01,176151
2021-01-21,Nationalt,1508,5845225,3.04,177659
2021-01-22,Nationalt,658,5845225,3.05,178317
2021-01-23,Nationalt,739,5845225,3.06,179056
2021-01-24,Nationalt,598,5845225,3.07,179654
2021-01-25,Nationalt,276,5845225,3.08,179930
2021-01-26,Nationalt,216,5845225,3.08,180146
2021-01-27,Nationalt,202,5845225,3.09,180348
2021-01-28,Nationalt,219,5845225,3.09,180567
2021-01-29,Nationalt,1098,5845225,3.11,181665
2021-01-30,Nationalt,1189,5845225,3.13,182854
2021-01-31,Nationalt,1206,5845225,3.15,184060
2021-02-01,Nationalt,747,5845225,3.16,184807
2021-02-02,Nationalt,2021,5845225,3.20,186828
2021-02-03,Nationalt,1530,5845225,3.22,188358
2021-02-04,Nationalt,1423,5845225,3.25,189781
2021-02-05,Nationalt,1583,5845225,3.27,191364
2021-02-06,Nationalt,1014,5845225,3.29,192378
2021-02-07,Nationalt,1896,5845225,3.32,194274
2021-02-08,Nationalt,2528,5845225,3.37,196802
2021-02-09,Nationalt,3545,5845225,3.43,200347
2021-02-10,Nationalt,3274,5845225,3.48,203621
2021-02-11,Nationalt,5668,5845225,3.58,209289
2021-02-12,Nationalt,12043,5845225,3.79,221332
2021-02-13,Nationalt,6554,5845225,3.90,227886
2021-02-14,Nationalt,6217,5845225,4.01,234103
2021-02-15,Nationalt,13838,5845225,4.24,247941
2021-02-16,Nationalt,13232,5845225,4.47,261173
2021-02-17,Nationalt,10449,5845225,4.65,271622
2021-02-18,Nationalt,11459,5845225,4.84,283081
2021-02-19,Nationalt,13884,5845225,5.08,296965
2021-02-20,Nationalt,10493,5845225,5.26,307458
2021-02-21,Nationalt,10792,5845225,5.44,318250
2021-02-22,Nationalt,13510,5845225,5.68,331760
2021-02-23,Nationalt,14396,5845225,5.92,346156
2021-02-24,Nationalt,13693,5845225,6.16,359849
2021-02-25,Nationalt,14472,5845225,6.40,374321
2021-02-26,Nationalt,35993,5845225,7.02,410314
2021-02-27,Nationalt,6669,5845225,7.13,416983
2021-02-28,Nationalt,10993,5845225,7.32,427976
2021-03-01,Nationalt,19768,5845225,7.66,447744
2021-03-02,Nationalt,16708,5845225,7.95,464452
2021-03-03,Nationalt,12998,5845225,8.17,477450
2021-03-04,Nationalt,17421,5845225,8.47,494871
2021-03-05,Nationalt,16637,5845225,8.75,511508
2021-03-06,Nationalt,14638,5845225,9.00,526146
2021-03-07,Nationalt,12062,5845225,9.21,538208
2021-03-08,Nationalt,9615,5845225,9.37,547823
2021-03-09,Nationalt,10919,5845225,9.56,558742
2021-03-10,Nationalt,12086,5845225,9.77,570828
2021-03-11,Nationalt,4581,5845225,9.84,575409
2021-03-12,Nationalt,3369,5845225,9.90,578778
2021-03-13,Nationalt,4539,5845225,9.98,583317
2021-03-14,Nationalt,1234,5845225,10.0,584551
2021-03-15,Nationalt,2829,5845225,10.0,587380
2021-03-16,Nationalt,6831,5845225,10.2,594211
2021-03-17,Nationalt,10777,5845225,10.4,604988
2021-03-18,Nationalt,14708,5845225,10.6,619696
2021-03-19,Nationalt,7865,5845225,10.7,627561
2021-03-20,Nationalt,2952,5845225,10.8,630513
2021-03-21,Nationalt,4983,5845225,10.9,635496
2021-03-22,Nationalt,4099,5845225,10.9,639595
2021-03-23,Nationalt,6139,5845225,11.0,645734
2021-03-24,Nationalt,9874,5845225,11.2,655608
2021-03-25,Nationalt,7765,5845225,11.3,663373
2021-03-26,Nationalt,6169,5845225,11.5,669542
2021-03-27,Nationalt,9994,5845225,11.6,679536
2021-03-28,Nationalt,10812,5845225,11.8,690348
2021-03-29,Nationalt,18026,5845225,12.1,708374
2021-03-30,Nationalt,21727,5845225,12.5,730101
2021-03-31,Nationalt,13124,5845225,12.7,743225
2021-04-01,Nationalt,4183,5845225,12.8,747408
2021-04-02,Nationalt,4890,5845225,12.9,752298
2021-04-03,Nationalt,12133,5845225,13.1,764431
2021-04-04,Nationalt,11704,5845225,13.3,776135
2021-04-05,Nationalt,12314,5845225,13.5,788449
2021-04-06,Nationalt,16006,5845225,13.8,804455
2021-04-07,Nationalt,16601,5845225,14.0,821056
2021-04-08,Nationalt,13692,5845225,14.3,834748
2021-04-09,Nationalt,16476,5845225,14.6,851224
2021-04-10,Nationalt,16753,5845225,14.8,867977
2021-04-11,Nationalt,14882,5845225,15.1,882859
2021-04-12,Nationalt,93963,5845225,16.7,976822
2021-04-13,Nationalt,18496,5845225,17.0,995318
2021-04-14,Nationalt,11397,5845225,17.2,1006715
2021-04-15,Nationalt,15258,5845225,17.5,1021973
2021-04-16,Nationalt,17415,5845225,17.8,1039388
2021-04-17,Nationalt,18796,5845225,18.1,1058184
2021-04-18,Nationalt,14490,5845225,18.4,1072674
2021-04-19,Nationalt,24764,5845225,18.8,1097438
