"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,134943,66037,22.9,11.2,590349
Midtjylland,293281,145053,22.0,10.9,1333866
Syddanmark,276166,127109,22.6,10.4,1224445
Hovedstaden,407131,192479,21.9,10.4,1856501
Sjælland,196048,100582,23.3,12.0,840064
