"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,134943,66037,590349
Midtjylland,293281,145053,1333866
Syddanmark,276166,127109,1224445
Hovedstaden,407131,192479,1856501
Sjælland,196048,100582,840064
