"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,96470,43731,15.1,6.8,638834
Frederiksberg,22353,11040,21.7,10.7,103241
Ballerup,12169,5957,24.8,12.1,49079
Brøndby,8525,4437,24.1,12.6,35354
Dragør,4162,1958,28.6,13.4,14562
Gentofte,18504,9226,24.9,12.4,74309
Gladsaxe,15403,7308,22.3,10.6,68961
Glostrup,5719,3002,24.3,12.8,23495
Herlev,7122,3438,24.7,11.9,28822
Albertslund,6350,3200,23.3,11.8,27223
Hvidovre,12309,6364,23.1,11.9,53314
Høje Tåstrup,11685,6069,22.4,11.6,52223
Lyngby-Taarbæk,13693,6837,24.0,12.0,57068
Rødovre,9213,4520,22.4,11.0,41169
Ishøj,4812,2318,20.9,10.1,23062
Tårnby,10179,4849,23.8,11.4,42705
Vallensbæk,4033,2122,24.4,12.8,16562
Furesø,10895,5256,26.6,12.8,41035
Allerød,6685,3167,25.8,12.2,25895
Fredensborg,11501,5123,28.0,12.5,41016
Helsingør,18400,8173,29.2,13.0,63099
Hillerød,13602,6598,26.2,12.7,51826
Hørsholm,7859,3741,31.6,15.1,24836
Rudersdal,15232,7651,26.7,13.4,57029
Egedal,10449,4656,23.8,10.6,43881
Frederikssund,13157,6241,28.8,13.7,45652
Greve,11657,5587,23.0,11.0,50591
Køge,13173,6718,21.4,10.9,61582
Halsnæs,9989,4446,31.7,14.1,31470
Roskilde,19701,10195,22.2,11.5,88735
Solrød,5044,2470,21.5,10.5,23498
Gribskov,13146,5516,32.0,13.4,41041
Odsherred,9748,4392,29.6,13.3,32922
Holbæk,16886,8519,23.4,11.8,72137
Faxe,8010,4077,21.7,11.1,36831
Kalundborg,11349,5738,23.4,11.9,48418
Ringsted,6491,3401,18.5,9.7,34992
Slagelse,18414,10037,23.2,12.6,79352
Stevns,5769,2931,24.8,12.6,23253
Sorø,6889,3672,23.0,12.3,29941
Lejre,6746,3329,23.7,11.7,28456
Lolland,10224,5294,25.3,13.1,40363
Næstved,18650,10038,22.4,12.0,83351
Guldborgsund,15846,8457,26.2,14.0,60386
Vordingborg,11451,5727,25.3,12.7,45256
Bornholm,13515,5535,34.0,13.9,39738
Middelfart,9785,4612,24.9,11.7,39327
Assens,9997,4188,24.4,10.2,40889
Faaborg-Midtfyn,12871,5421,24.9,10.5,51711
Kerteminde,6208,2823,26.0,11.8,23838
Nyborg,7879,3558,24.6,11.1,32013
Odense,42944,19812,21.0,9.7,204901
Svendborg,15255,7165,25.9,12.2,58835
Nordfyn,7124,3126,24.1,10.6,29547
Langeland,3665,1644,29.7,13.3,12343
Ærø,1777,783,29.6,13.1,6000
Haderslev,11668,4975,21.1,9.0,55354
Billund,5391,2828,20.3,10.7,26517
Sønderborg,16515,7647,22.4,10.4,73782
Tønder,8000,3451,21.6,9.3,37016
Esbjerg,27501,13340,23.8,11.5,115627
Fanø,1134,394,33.0,11.5,3440
Varde,11639,5658,23.4,11.4,49714
Vejen,8922,4576,20.8,10.7,42813
Aabenraa,12341,4816,21.1,8.2,58595
Fredericia,11445,5635,22.3,11.0,51387
Horsens,18948,8794,20.4,9.5,92712
Kolding,19318,8854,20.7,9.5,93129
Vejle,24787,11803,21.1,10.0,117667
Herning,20146,10890,22.5,12.2,89384
Holstebro,14040,7238,23.9,12.3,58633
Lemvig,5324,2914,27.2,14.9,19539
Struer,5440,3077,26.1,14.8,20838
Syddjurs,11461,5014,26.4,11.6,43404
Norddjurs,10001,4752,27.1,12.9,36944
Favrskov,10737,4756,22.1,9.8,48523
Odder,5806,2864,25.2,12.4,23069
Randers,22225,10599,22.6,10.8,98414
Silkeborg,21343,10749,22.2,11.2,96045
Samsø,1177,638,31.7,17.2,3709
Skanderborg,13291,6402,20.9,10.1,63535
Århus,65284,31361,18.5,8.9,352326
Ikast-Brande,9093,4615,21.9,11.1,41613
Ringkøbing-Skjern,13311,7303,23.7,13.0,56219
Hedensted,10665,5012,22.7,10.7,46908
Morsø,5325,2846,26.5,14.2,20088
Skive,11749,6257,25.9,13.8,45356
Thisted,10134,4848,23.5,11.2,43150
Viborg,23240,11818,24.0,12.2,96695
Brønderslev,8245,4084,22.8,11.3,36111
Frederikshavn,15150,7925,25.7,13.4,58971
Vesthimmerland,9364,4566,25.8,12.6,36348
Læsø,841,393,47.2,22.1,1780
Rebild,6379,3043,20.9,10.0,30497
Mariagerfjord,9698,4862,23.3,11.7,41583
Jammerbugt,8905,3988,23.3,10.4,38189
Aalborg,44944,21860,20.5,10.0,219552
Hjørring,15958,7622,24.9,11.9,64080
