"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-31,København,K,89068,53142,88237,52615,831,527
2021-05-31,København,M,74272,36239,73297,35712,975,527
2021-05-31,Frederiksberg,K,20223,12864,20032,12686,191,178
2021-05-31,Frederiksberg,M,15341,8227,15150,8111,191,116
2021-05-31,Ballerup,K,11105,6872,10961,6848,144,24
2021-05-31,Ballerup,M,8975,4466,8781,4452,194,14
2021-05-31,Brøndby,K,7641,4722,7602,4560,39,162
2021-05-31,Brøndby,M,6248,3254,6203,3115,45,139
2021-05-31,Dragør,K,3595,2164,3589,2163,6,1
2021-05-31,Dragør,M,3133,1632,3128,1631,5,1
2021-05-31,Gentofte,K,17519,10402,17347,10303,172,99
2021-05-31,Gentofte,M,14231,7025,14063,6936,168,89
2021-05-31,Gladsaxe,K,14113,8711,13913,8668,200,43
2021-05-31,Gladsaxe,M,11352,5548,11122,5514,230,34
2021-05-31,Glostrup,K,5173,3272,5121,3226,52,46
2021-05-31,Glostrup,M,4069,2076,4033,2027,36,49
2021-05-31,Herlev,K,6473,4110,6381,4094,92,16
2021-05-31,Herlev,M,4954,2515,4859,2508,95,7
2021-05-31,Albertslund,K,5631,3524,5584,3479,47,45
2021-05-31,Albertslund,M,4625,2449,4567,2406,58,43
2021-05-31,Hvidovre,K,11067,6964,11012,6841,55,123
2021-05-31,Hvidovre,M,8980,4550,8913,4451,67,99
2021-05-31,Høje Tåstrup,K,10393,6482,10323,6346,70,136
2021-05-31,Høje Tåstrup,M,8899,4602,8818,4466,81,136
2021-05-31,Lyngby-Taarbæk,K,12615,7806,12478,7759,137,47
2021-05-31,Lyngby-Taarbæk,M,9921,5025,9787,4983,134,42
2021-05-31,Rødovre,K,8693,5373,8602,5328,91,45
2021-05-31,Rødovre,M,6781,3288,6685,3249,96,39
2021-05-31,Ishøj,K,4365,2684,4347,2611,18,73
2021-05-31,Ishøj,M,3696,1880,3676,1806,20,74
2021-05-31,Tårnby,K,9243,5463,9235,5460,8,3
