"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,208713,134182,35.4,22.7,590274
Midtjylland,461147,273639,34.6,20.5,1334667
Syddanmark,445273,274203,36.4,22.4,1224566
Hovedstaden,668303,380249,36.0,20.5,1857191
Sjælland,347134,189911,41.3,22.6,840612
