Dato;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGposPCRneg;AGnegPCRpos;AGnegPCRneg
2021-03-12;60444;168;130;77,3809523809524;38;22,6190476190476;34;96;31;2975
2021-03-13;55909;152;119;78,2894736842105;33;21,7105263157895;56;60;64;3355
2021-03-14;72875;177;146;82,4858757062147;31;17,5141242937853;50;95;83;4151
2021-03-15;110886;262;226;86,2595419847328;36;13,7404580152672;107;114;105;5679
2021-03-16;116888;268;225;83,955223880597;43;16,044776119403;107;118;107;5324
2021-03-17;103615;197;155;78,6802030456853;42;21,3197969543147;83;66;105;5788
2021-03-18;124451;223;178;79,8206278026906;45;20,1793721973094;120;56;103;6219
2021-03-19;91802;148;125;84,4594594594595;23;15,5405405405405;77;45;71;4214
2021-03-20;57225;136;116;85,2941176470588;20;14,7058823529412;81;33;94;3628
2021-03-21;89851;209;174;83,2535885167464;35;16,7464114832536;120;53;126;5425
2021-03-22;133405;236;194;82,2033898305085;42;17,7966101694915;121;69;135;6696
2021-03-23;138341;200;174;87;26;13;113;59;135;6497
2021-03-24;120365;197;160;81,2182741116751;37;18,7817258883249;111;46;140;6398
2021-03-25;144975;234;178;76,0683760683761;56;23,9316239316239;124;51;143;7158
2021-03-26;131338;178;145;81,4606741573034;33;18,5393258426966;98;44;125;6159
2021-03-27;65487;161;136;84,472049689441;25;15,527950310559;103;32;91;4332
2021-03-28;63504;159;132;83,0188679245283;27;16,9811320754717;97;33;106;4677
2021-03-29;104893;256;226;88,28125;30;11,71875;153;72;149;6730
2021-03-30;113741;243;202;83,1275720164609;41;16,8724279835391;142;57;126;6305
2021-03-31;92901;146;129;88,3561643835617;17;11,6438356164384;89;39;65;4678
2021-04-01;101554;205;180;87,8048780487805;25;12,1951219512195;120;55;127;6198
2021-04-02;95112;200;172;86;28;14;109;58;84;6576
2021-04-03;82205;191;165;86,3874345549738;26;13,6125654450262;99;60;78;5867
2021-04-04;97350;167;149;89,2215568862276;18;10,7784431137725;93;53;107;6538
2021-04-05;191949;284;252;88,7323943661972;32;11,2676056338028;135;111;116;11798
2021-04-06;209469;286;253;88,4615384615385;33;11,5384615384615;145;103;122;11231
2021-04-07;186753;264;232;87,8787878787879;32;12,1212121212121;128;102;145;9928
2021-04-08;229994;264;223;84,469696969697;41;15,530303030303;145;73;158;11977
2021-04-09;186844;207;180;86,9565217391305;27;13,0434782608696;113;65;83;9763
2021-04-10;90793;155;133;85,8064516129032;22;14,1935483870968;87;45;94;5266
2021-04-11;159231;212;191;90,0943396226415;21;9,90566037735849;112;77;104;8786
2021-04-12;270726;306;272;88,8888888888889;34;11,1111111111111;151;118;170;13508
2021-04-13;220797;253;225;88,9328063241107;28;11,0671936758893;123;101;151;10585
2021-04-14;206056;248;209;84,2741935483871;39;15,7258064516129;130;78;154;10353
2021-04-15;249276;319;267;83,6990595611285;52;16,3009404388715;157;104;144;13356
2021-04-16;198787;248;200;80,6451612903226;48;19,3548387096774;110;88;135;10593
2021-04-17;75519;156;131;83,974358974359;25;16,025641025641;93;38;97;4665
2021-04-18;145775;265;247;93,2075471698113;18;6,79245283018868;155;89;152;7942
2021-04-19;278720;312;276;88,4615384615385;36;11,5384615384615;151;122;166;12095
2021-04-20;249982;292;262;89,7260273972603;30;10,2739726027397;147;110;144;11783
2021-04-21;265492;281;257;91,4590747330961;24;8,54092526690392;136;119;150;14049
2021-04-22;332097;261;239;91,5708812260536;22;8,42911877394636;114;123;126;16175
2021-04-23;293726;235;212;90,2127659574468;23;9,78723404255319;109;101;113;13702
2021-04-24;162656;196;168;85,7142857142857;28;14,2857142857143;90;77;116;8671
