Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.374.787;  91.766;   5.452;     999
Sjælland; 548.807;  26.032;   1.841;     299
Syddanmark; 796.373;  24.154;   1.156;     142
Midtjylland; 899.201;  34.263;   1.653;     269
Nordjylland; 445.984;  12.771;     641;     126
I alt i Danmark;4.065.152; 188.986;  10.743;   1.835
